"Plot17"
"Time (sec)","Angular Velocity3 (deg/sec)"
8.52999999999986,169.811794716402
8.53999999999986,190.216638613844
8.54999999999986,212.094917156253
8.55999999999986,235.469421852745
8.56999999999986,260.294679564044
8.57999999999986,286.422228969968
8.58999999999986,313.563801888909
8.59999999999986,341.264038920505
8.60999999999986,368.900333564946
8.61999999999986,395.726422297342
8.62999999999986,420.962219008855
8.63999999999986,443.90819061637
8.64999999999986,464.044837781758
8.65999999999986,481.083388503984
8.66999999999986,494.959777498411
8.67999999999986,505.789423796797
8.68999999999986,513.808950396083
8.69999999999986,519.324224389434
8.70999999999986,522.672709116137
8.71999999999986,524.199926440371
8.72999999999986,524.246433697177
8.73999999999986,523.141486872929
8.74999999999986,521.200578831797
8.75999999999986,518.725196453308
8.76999999999986,516.003995450186
8.77999999999986,513.315175922083
8.78999999999986,510.930125920008
8.79999999999986,509.118626555541
8.80999999999986,508.156073678457
8.81999999999986,508.333394213834
8.82999999999986,509.970679507656
8.83999999999986,513.436113227839
8.84999999999986,519.172653414094
8.85999999999986,527.736293226013
8.86999999999986,539.851505421243
8.87999999999986,556.491628260102
8.88999999999985,578.989991369551
8.89999999999985,609.167665939569
8.90999999999985,649.358543629332
8.91999999999985,701.761685167673
8.92999999999985,764.929151226415
8.93999999999985,822.418198830328
8.94999999999985,833.068689298273
8.95999999999985,777.344818087533
8.96999999999985,695.088407526026
8.97999999999985,621.234638214647
8.98999999999985,563.701080183728
8.99999999999985,520.320143153242
9.00999999999985,487.645897467989
9.01999999999985,462.915836415271
9.02999999999985,444.160320668668
9.03999999999985,430.001083069623
9.04999999999985,419.463142285326
9.05999999999985,411.841937724649
9.06999999999985,406.615154369171
9.07999999999985,403.384646093181
9.08999999999985,401.837784718721
9.09999999999985,401.721265681711
9.10999999999985,402.823041694264
9.11999999999985,404.959661656092
9.12999999999985,407.967348128554
9.13999999999985,411.695735866047
9.14999999999985,416.003612029862
9.15999999999985,420.756230733965
9.16999999999985,425.823922248735
