"Plot14"
"Time (sec)","Linear Displacement1 (mm)","Linear Displacement2 (mm)","Linear Displacement3 (mm)"
4.26999999999995,25.000000000001,4592.13657455572,-2976.29572802129
4.27999999999995,25.000000000001,4635.60043144275,-2890.95068849677
4.28999999999995,25.000000000001,4677.79989235347,-2807.08179024178
4.29999999999995,25.000000000001,4718.71922307287,-2724.73188789124
4.30999999999995,25.000000000001,4758.34263709895,-2643.9409830628
4.31999999999995,25.000000000001,4796.6556557063,-2564.74565889256
4.32999999999995,25.000000000001,4833.64665428117,-2487.17839263519
4.33999999999995,25.000000000001,4869.30853790461,-2411.26678229652
4.34999999999995,25.000000000001,4903.64045314832,-2337.0327435472
4.35999999999995,25.000000000001,4936.64940820395,-2264.491752181
4.36999999999995,25.000000000001,4968.35164868883,-2193.65222004451
4.37999999999995,25.000000000001,4998.77363153994,-2124.51509344935
4.38999999999995,25.000000000001,5027.95246173935,-2057.07374874298
4.39999999999995,25.000000000001,5055.9357071921,-1991.31422989494
4.40999999999995,25.000000000001,5082.7805805796,-1927.21583112505
4.41999999999995,25.000000000001,5108.55255529565,-1864.75198414226
4.42999999999995,25.000000000001,5133.32355285801,-1803.89137137886
