"Plot15"
"Time (sec)","Velocity2 (mm/sec)","Velocity3 (mm/sec)","Velocity4 (mm/sec)"
7.93999999999988,9.74852802505299e-21,3353.83457391727,-2230.00622953926
7.94999999999987,9.85734034513123e-21,3386.69920273205,-2377.25041111728
7.95999999999987,5.19954082973345e-12,3417.54720231339,-2523.1204863716
7.96999999999987,8.66493607190692e-21,3446.49455999771,-2667.63760773435
7.97999999999987,7.76201219415308e-21,3473.6575049907,-2810.83063920265
7.98999999999987,6.85814168366758e-21,3499.15111701149,-2952.73427421384
7.99999999999987,5.72976767077424e-21,3523.0883023408,-3093.38740672493
8.00999999999987,4.42357809926514e-21,3545.57908472433,-3232.83174312056
8.01999999999987,3.25462508200265e-21,3566.73016048957,-3371.11063513213
8.02999999999987,5.19954083934601e-12,3586.64467141781,-3508.26810993401
8.03999999999987,1.68544822318043e-21,3605.42215427111,-3644.34807201196
8.04999999999987,1.19962350703721e-21,3623.15863171071,-3779.39365154669
8.05999999999987,8.71129210046002e-22,3639.94681508209,-3913.44667528365
8.06999999999987,6.12016807590244e-22,3655.87639492934,-4046.54723772733
8.07999999999987,3.34249422632999e-22,3671.03439993913,-4178.73335265121
8.08999999999987,-1.12041008032077e-21,3685.50560677978,-4310.04066343941
8.09999999999987,1.08446282397212e-20,3699.37300137144,-4440.50221464386
8.10999999999987,-2.39803621667122e-20,3712.71826255554,-4570.14823994558
8.11999999999987,-4.38553601351757e-19,3725.62227162822,-4699.00596883156
8.12999999999987,-2.14391197068642e-18,3738.16565740489,-4827.09946202649
8.13999999999987,-7.04188751250632e-18,3750.42935515422,-4954.44943601234
8.14999999999987,-1.85452069744035e-17,3762.49518657651,-5081.0730813539
8.15999999999987,-4.2204975549507e-17,3774.44646021348,-5206.98386584617
8.16999999999987,-8.64455448754662e-17,3786.36859282672,-5332.19131432226
8.17999999999987,-1.63406765292138e-16,3798.34975324003,-5456.70075792649
8.18999999999987,-2.89893622357975e-16,3810.48153012878,-5580.51304528607
8.19999999999987,-4.8843325762512e-16,3822.85962537877,-5703.62420753043
8.20999999999987,-7.88439373673201e-16,3835.58457491199,-5826.02506870573
8.21999999999987,-1.22748402340183e-15,3848.76249885581,-5947.70079253428
8.22999999999987,-1.85267678358181e-15,3862.50588260255,-6068.63035539743
8.23999999999987,-2.72215131266502e-15,3876.93438976303,-6188.78593396398
8.24999999999987,-3.90665929285305e-15,3892.17570759388,-6308.13219433514
8.25999999999987,-5.49127175642451e-15,3908.36642488959,-6426.62546772655
8.26999999999987,-7.57718779632101e-15,3925.65294150618,-6544.21279548368
8.27999999999987,-1.02836506609919e-14,3944.19240756767,-6660.83082332691
8.28999999999987,-1.37499712334978e-14,3964.15368924403,-6776.40452139868
8.29999999999987,-1.81376588948723e-14,3985.71835692999,-6890.84570777405
8.30999999999987,-2.36326597717436e-14,4009.08168861298,-7004.05132852888
8.31999999999987,-3.04477023682131e-14,4034.45368226001,-7115.90145037042
8.32999999999987,-3.88247505819942e-14,4062.06006604046,-7226.25699424167
8.33999999999987,-4.90375641048093e-14,4092.14329431708,-7334.95704167006
8.34999999999987,-6.1394366207045e-14,4124.96351186042,-7441.81572392063
8.35999999999987,-7.62406189066667e-14,4160.79946966469,-7546.61859991895
8.36999999999987,-9.39619055223919e-14,4199.94936332688,-7649.11842806539
8.37999999999987,-1.14986920611121e-13,4242.73156400673,-7749.03021293544
8.38999999999987,-1.3979056728963e-13,4289.48519534873,-7846.0253972331
8.39999999999987,-1.68897161940516e-13,4340.57049624189,-7939.72502302549
8.40999999999987,-2.02883746302409e-13,4396.36888089903,-8029.69166729408
8.41999999999986,-2.42383506944435e-13,4457.28256771876,-8115.41990628135
8.42999999999986,-2.88089302124943e-13,4523.73358498972,-8196.32503179341
8.43999999999986,-3.40757296034492e-13,4596.16186253529,-8271.72970342749
8.44999999999986,-4.01210700423085e-13,4675.02196780845,-8340.84820888619
8.45999999999986,-4.70343623611681e-13,4760.77781312534,-8402.76803687198
8.46999999999986,-5.49125026887947e-13,4853.89431369209,-8456.42859746607
8.47999999999986,-6.3860278828628e-13,4954.82446089271,-8500.597245596
8.48999999999986,-7.39907873752076e-13,5063.98953686348,-8533.84342110356
8.49999999999986,-8.54258615690279e-13,5181.74910348769,-8554.51308394096
8.50999999999986,-9.82965098898208e-13,5308.35633995833,-8560.70754405173
8.51999999999986,-1.12743365388255e-12,5443.89199842853,-8550.27575975664
8.52999999999986,-1.28917145756063e-12,5588.16990347787,-8520.83431116511
8.53999999999986,-1.46979124134611e-12,5740.60574704979,-8469.84054194979
8.54999999999986,-1.6710161066188e-12,5900.04474395667,-8394.75729804568
8.55999999999986,-1.89468444757868e-12,6064.55442463989,-8293.36288880741
8.56999999999986,-2.14275498148416e-12,6231.21332870538,-8164.26770232667
8.57999999999986,-2.41731188627487e-12,6395.96948841489,-8007.68010853052
8.58999999999986,-2.7205700455785e-12,6553.69963393205,-7826.38712757023
8.59999999999986,-3.05488040110184e-12,6698.64024910434,-7626.7519901723
8.60999999999986,-3.4227354124062e-12,6825.31772043568,-7419.30695185614
8.61999999999986,-3.82677462406702e-12,6929.90597326477,-7218.37987453145
8.62999999999986,-4.26979034021782e-12,7011.61543557364,-7040.37535689671
8.63999999999986,-4.75473340647834e-12,7073.48552025528,-6900.93578463886
8.64999999999986,-5.28471909926691e-12,7122.09476848365,-6811.91630297716
8.65999999999986,-5.86303312249722e-12,7166.22386235562,-6779.32884742042
8.66999999999986,-6.49313771165917e-12,7215.02630199595,-6802.90328433038
8.67999999999986,-7.17867784528408e-12,7276.39251473714,-6877.10032995594
8.68999999999986,-7.92348756379418e-12,7355.93341506235,-6992.89603611262
8.69999999999986,-8.73159639573643e-12,7456.64653459836,-7139.64038681159
8.70999999999986,-9.60723589140009e-12,7579.09677834997,-7306.5631730114
8.71999999999986,-7.73440883590978e-20,7721.8845536783,-7483.78746270959
8.72999999999986,-9.83721297398206e-12,7882.21505001118,-7662.88829021507
8.73999999999986,-5.01272764918686e-20,8056.45003321054,-7837.10289593901
8.74999999999986,-5.50481782351431e-20,8240.58051743721,-8001.30391758812
8.75999999999986,-1.73172070145532e-12,8430.59640273423,-8151.82664329692
8.76999999999986,2.78763261474002e-19,8622.75131656818,-8286.21684265204
8.77999999999986,-1.1022749666655e-19,8813.73212469196,-8402.94330963129
8.78999999999986,-5.14346021970946e-20,9000.74823874514,-8501.10218256409
8.79999999999986,-4.00918741896921e-20,9181.55711665679,-8580.12581820895
8.80999999999986,-4.44389379854636e-20,9354.44156336184,-8639.49717340301
8.81999999999986,-6.57965534215956e-20,9518.15190500489,-8678.45916010862
8.82999999999986,-1.73176321771994e-12,9671.82231524191,-8695.6951435018
8.83999999999986,-2.13549027182109e-19,9814.86542437281,-8688.93797939252
8.84999999999986,-3.83253813330176e-19,9946.84206922227,-8654.43393630689
8.85999999999986,-1.36806850737731e-18,10067.2915083816,-8586.13088410502
8.86999999999986,1.0241232908428e-17,10175.4865429439,-8474.34927096864
8.87999999999986,-1.07243683735606e-18,10270.0353849644,-8303.46451120256
8.88999999999985,-2.21084510639736e-19,10348.1592153256,-8047.64779603552
8.89999999999985,1.47407357969517e-12,10404.2597779313,-7662.66910114882
8.90999999999985,-1.19059882307702e-18,10426.9032373872,-7069.676655087
8.91999999999985,-4.30688797582986e-19,10392.424443993,-6124.15650529326
8.92999999999985,3.25277238924563e-19,10253.4713071428,-4572.0566926493
8.93999999999985,8.90860823159351e-12,9935.9062053912,-2092.22745899621
8.94999999999985,1.91745826225874e-20,9416.5404104033,1216.84903549574
8.95999999999985,3.46573227080231e-19,8854.47178515106,4326.55031157209
8.96999999999985,-5.74415761439158e-20,8421.24150037394,6445.32679846092
8.97999999999985,-1.19326258428975e-20,8127.70908873473,7702.7336251458
8.98999999999985,4.94176733955079e-12,7926.03474617724,8438.86965285181
8.99999999999985,1.43727048985757e-19,7778.43632551105,8878.72579965973
9.00999999999985,2.87638439068525e-20,7662.41751273044,9144.8199758971
9.01999999999985,4.51276400965094e-20,7564.90164550692,9303.37672255069
9.02999999999985,5.6364493569946e-20,7477.97137268926,9391.60242232367
9.03999999999985,2.94879962510489e-20,7396.5552691233,9431.36565907184
9.04999999999985,5.75470813244582e-20,7317.21838508717,9436.03598916652
9.05999999999985,-5.46357757385865e-12,7237.51937569089,9414.0285311101
9.06999999999985,-1.45253650791208e-20,7155.66009245482,9370.72638381231
9.07999999999985,1.23642021386278e-20,7070.29163187544,9309.57229306214
9.08999999999985,7.99887309780013e-21,6980.40802126513,9232.71681023244
9.09999999999985,1.61755583907359e-20,6885.29125103332,9141.42127814752
9.10999999999985,1.53915320425081e-19,6784.48758069712,9036.32140925788
9.11999999999985,-5.02792927722076e-20,6677.803124205,8917.61070902747
9.12999999999985,1.02275124960824e-20,6565.31089411455,8785.17783077577
9.13999999999985,-7.09696843774838e-22,6447.3633786838,8638.71853737276
9.14999999999985,7.27479514627889e-12,6324.60565091896,8477.83459417084
9.15999999999985,-6.11100850638343e-21,6197.98432699759,8302.12679191015
9.16999999999985,-6.9116833821032e-21,6068.74786071766,8111.28562392113
9.17999999999985,-5.20865258499335e-21,5938.43393624162,7905.18028235546
9.18999999999985,-5.79162400693281e-22,5808.84030318018,7683.94428541498
9.19999999999985,5.28621407446897e-21,5681.97643171502,7448.0541177349
9.20999999999985,1.35712856908235e-20,5559.99490869095,7198.39583199051
9.21999999999985,7.2747951832239e-12,5445.10349256032,6936.31377378359
9.22999999999985,3.08082372639349e-20,5339.46102356705,6663.63559736515
9.23999999999985,3.72231279272135e-20,5245.06266749333,6382.66860894
9.24999999999985,4.1380715195816e-20,5163.62191830602,6096.16414328727
9.25999999999985,4.11028342034056e-20,5096.45808199401,5807.2489222334
9.26999999999985,3.7615052941342e-20,5044.39840683506,5519.32479074123
9.27999999999985,2.9912798067556e-20,5007.70359955244,5235.94044319432
9.28999999999985,7.27479517154402e-12,4986.02437870594,4960.64035558537
9.29999999999985,7.37990135849279e-21,4978.39535650626,4696.79694079328
9.30999999999985,-6.77725521186284e-21,4983.27136313048,4447.43207844941
9.31999999999985,-2.08393067137927e-20,4998.61065716813,4215.03418019804
9.32999999999985,-4.03734969906959e-20,5022.00923262509,4001.37777931981
9.33999999999985,-6.35056566145851e-20,5050.88988953614,3807.35546445144
9.34999999999985,-9.25850575371705e-20,5082.74724971628,3632.83781061387
9.35999999999984,7.27479514692413e-12,5115.44306558196,3476.58579582074
9.36999999999984,-1.59489449060485e-19,5147.5326373143,3336.24984729499
9.37999999999984,-1.76241017698051e-19,5178.58255874984,3208.49473960423
9.38999999999984,-1.52448821366252e-19,5209.41676008951,3089.28186774716
9.39999999999984,-8.143748121968e-20,5242.21289278549,2974.31254324248
9.40999999999984,3.8872850295591e-20,5280.37955889853,2859.5882836326
9.41999999999984,1.75949303323753e-19,5328.18678125382,2741.99103770075
9.42999999999984,7.27479559074184e-12,5390.19082331346,2619.75427077595
9.43999999999984,3.28818884169215e-19,5470.56324881485,2492.70838029127
9.44999999999984,2.98713831534511e-19,5572.46918071012,2362.24301434106
9.45999999999984,2.08222574699992e-19,5697.62293602298,2231.00951881101
9.46999999999984,9.66616130161744e-20,5846.09080766432,2102.45249861509
9.47999999999984,-8.75077113345194e-21,6016.34057782243,1980.28605601311
9.48999999999984,-8.96849780970137e-20,6205.48395125229,1868.01706471118
9.49999999999984,7.2747950990911e-12,6409.63417002467,1768.58142697552
9.50999999999984,-1.57279730190068e-19,6624.30315980646,1684.1191274812
9.51999999999984,-1.56777232124545e-19,6844.77955830929,1615.8826252214
9.52999999999984,-1.38866075868438e-19,7066.45027796094,1564.25466651175
9.53999999999984,-1.15316318562939e-19,7285.04734236452,1528.84432077055
9.54999999999984,-8.64470891540023e-20,7496.81605731093,1508.63031287739
9.55999999999984,-5.89766047895437e-20,7698.60998591409,1502.12513676874
9.56999999999984,7.27479521797251e-12,7887.92354621442,1507.53953907204
9.57999999999984,-1.39254526899029e-20,8062.87537882419,1522.93325918162
9.58999999999984,1.19427194313096e-21,8222.15585846923,1546.34358385336
9.59999999999984,1.14561532594176e-20,8364.95097457029,1575.88793346874
9.60999999999984,1.67747670889132e-20,8490.85284295181,1609.84022295617
9.61999999999984,1.85366216691638e-20,8599.76475489231,1646.68317703316
9.62999999999984,1.64601567655146e-20,8691.80621978701,1685.14027063664
9.63999999999984,7.27479524763279e-12,8767.22109925289,1724.19170923058
9.64999999999984,5.9733807128464e-21,8826.28974034329,1763.07907737513
9.65999999999984,-2.83637804480775e-21,8869.24396752112,1801.30318197038
9.66999999999984,-1.44895196704716e-20,8896.18175459083,1838.61939811805
9.67999999999984,-2.98126063100186e-20,8906.97611360592,1875.03467683749
9.68999999999984,-5.05515575408981e-20,8901.16978050115,1910.81048356751
9.69999999999984,-8.09265772578578e-20,8877.84294043191,1946.47652883227
9.70999999999984,7.27479508121219e-12,8835.43431871305,1982.86154693445
9.71999999999984,-1.8925209844568e-19,8771.48434848566,2021.15009139519
9.72999999999984,-2.83483149144034e-19,8682.24896868588,2062.97923728757
9.73999999999984,-4.13919255078021e-19,8562.09678892818,2110.59776974811
9.74999999999984,8.68771921597901e-19,8402.537775203,2167.12553341149
9.75999999999984,1.48463096033772e-17,8190.61446303631,2236.97623060195
9.76999999999984,1.23876004289589e-18,7906.1837225876,2326.54616736281
9.77999999999984,5.79281696660242e-12,7517.3039939581,2445.31507652888
9.78999999999984,-2.18730449505458e-18,6972.72467641374,2607.46108425312
9.79999999999984,3.70500196753592e-18,6191.72810323026,2833.52165882752
9.80999999999984,2.42864186037017e-18,5060.45427865357,3148.93014207606
9.81999999999984,-1.26355804321077e-18,3474.96475437036,3568.69201835527
9.82999999999983,2.04556896147956e-19,1496.80528347832,4056.54297804356
9.83999999999983,-4.93200249042677e-19,-513.670769919544,4505.50399958966
9.84999999999983,2.23868246331086e-18,-2158.39927880339,4821.69728011626
9.85999999999983,-3.53805185846409e-20,-3330.5277418185,4996.72935804644
9.86999999999983,6.03361866641433e-19,-4128.05600268465,5068.41118873828
9.87999999999983,4.15776322211581e-19,-4674.81455026048,5073.51024204887
9.88999999999983,-2.16962168863819e-19,-5060.55272743312,5036.21317940519
9.89999999999983,-1.71727220350252e-12,-5342.00388408673,4970.80153233959
9.90999999999983,4.47351789132952e-20,-5554.13444384325,4885.50733931844
9.91999999999983,1.5703667799546e-21,-5718.76717797439,4785.05635439809
9.92999999999983,-3.55709349109725e-14,-5849.85583684922,4672.11744114513
9.93999999999983,-1.70772723787428e-12,-5956.55038939024,4548.10465408273
9.94999999999983,4.75290070841208e-20,-6044.97786295319,4413.62376925706
9.95999999999983,3.5814916459896e-20,-6119.292989426,4268.7241123021
9.96999999999983,-7.36361238763965e-21,-6182.3103953879,4113.04200124193
9.97999999999983,-2.75970969212119e-18,-6235.88978313306,3945.88195442771
9.98999999999983,-8.27822808013008e-15,-6281.17128400335,3766.26162449629
10,-3.82459182093009e-13,-6318.71546333529,3572.93536622043
