"Plot8"
"Time (sec)","Linear Velocity5 (mm/sec)","Linear Velocity6 (mm/sec)","Velocity1 (mm/sec)"
7.91999999999988,-3.29113409653282e-12,10513.4918529119,-771.548561766695
7.92999999999988,-1.00872900296562e-14,10529.9216041147,-545.577532551253
7.93999999999988,-1.031426271232e-14,10538.4030678556,-319.383694879227
7.94999999999987,-1.05181500221934e-14,10538.9669301312,-93.3799318493695
7.95999999999987,-1.06981671261087e-14,10531.6688231605,132.030572383936
7.96999999999987,-1.08541843558922e-14,10516.587989426,356.456661129598
7.97999999999987,-1.09857914045416e-14,10493.8257454665,579.521236459785
7.98999999999987,-3.29238935936311e-12,10463.5037915398,800.862970039768
7.99999999999987,-1.11761268790786e-14,10425.7624145138,1020.1376810493
8.00999999999987,-1.12354810045167e-14,10380.7586305439,1237.01937911304
8.01999999999987,-1.12716904178423e-14,10328.6643117838,1451.20097972208
8.02999999999987,-1.12855206180091e-14,10269.6643375585,1662.39470813006
8.03999999999987,-1.12778922258303e-14,10203.9548055932,1870.33221474681
8.04999999999987,-1.12498642976579e-14,10131.7413332393,2074.76443069865
8.05999999999987,-3.2924989054539e-12,10053.2374725715,2275.46119624477
8.06999999999987,-1.1137430115606e-14,9968.6632569901,2472.21069731964
8.07999999999987,-1.10556706820981e-14,9878.24389085386,2664.81874656469
8.08999999999987,-1.09587675442816e-14,9782.20858788951,2853.10794512642
8.09999999999987,-1.08481967266964e-14,9680.78955884726,3036.9167602741
8.10999999999987,-1.07254633839076e-14,9574.22114423028,3216.09855181254
8.11999999999987,-1.05920850618453e-14,9462.73908400288,3390.52057746374
8.12999999999987,-3.29174586744147e-12,9346.5799129994,3560.06300412071
8.13999999999987,-1.02994328200495e-14,9225.98046833838,3724.61794825183
8.14999999999987,-1.01431204106601e-14,9101.17749348795,3884.08856489731
8.15999999999987,-9.98206069988449e-15,8972.40732263771,4038.38820088396
8.16999999999987,-9.81762209029889e-15,8839.90562871409,4187.43962407017
8.17999999999987,-9.65110972501425e-15,8703.90721863288,4331.17433676111
8.18999999999987,-9.48375714926912e-15,8564.64586013614,4469.53197801563
8.19999999999987,-3.29061305510298e-12,8422.35412574996,4602.45981640459
8.20999999999987,-9.15106934657563e-15,8277.26324094425,4729.91233189727
8.21999999999987,-8.98778933668162e-15,8129.60292537494,4851.85088307463
8.22999999999987,-8.82777213571139e-15,7979.60121809875,4968.24345369682
8.23999999999987,-8.67181686270641e-15,7827.4842797587,5079.06447089272
8.24999999999987,-8.52062827713199e-15,7673.47616689346,5184.29468585771
8.25999999999987,-8.37481654749624e-15,7517.79857565727,5283.92110692633
8.26999999999987,-3.28953127275565e-12,7360.67055425519,5377.93697427739
8.27999999999987,-8.10129672546389e-15,7202.30818528547,5466.34176525796
8.28999999999987,-7.97434709712325e-15,7042.9242408638,5549.14121937954
8.29999999999987,-7.85429672432904e-15,6882.72781481451,5626.34737244947
8.30999999999987,-7.74131028678232e-15,6721.92393739524,5697.97858995268
8.31999999999987,-7.63547353819424e-15,6560.71317886502,5764.05959071887
8.32999999999987,-7.5367978860339e-15,6399.2912487733,5824.62145301033
8.33999999999987,-3.28874161788171e-12,6237.84859811308,5879.70159641457
8.34999999999987,-7.36063440405266e-15,6076.57003143763,5929.34373427613
8.35999999999987,-7.28284649494831e-15,5915.63433395077,5973.59779468034
8.36999999999987,-7.21162208981127e-15,5755.21392859804,6012.51979868856
8.37999999999987,-7.14670298471112e-15,5595.47455425205,6046.17170880611
8.38999999999987,-7.08769656951239e-15,5436.57497513466,6074.6212429463
8.39999999999987,-7.03440312486163e-15,5278.66673734139,6097.94164383724
8.40999999999987,-3.2882839786041e-12,5121.89395892423,6116.21142003191
8.41999999999986,-6.9429393464104e-15,4966.39316245106,6129.51405618078
8.42999999999986,-6.90406813712764e-15,4812.29315043602,6137.93769645431
8.43999999999986,-6.86905191711932e-15,4659.71492281259,6141.57480539165
8.44999999999986,-6.83763283949728e-15,4508.77163537182,6140.52181048753
8.45999999999986,-6.80919074675162e-15,4359.56859744883,6134.87873118646
8.46999999999986,-6.78336906762362e-15,4212.20330646008,6124.74879887405
8.47999999999986,-3.28805974411311e-12,4066.7655161931,6110.23807221328
8.48999999999986,-6.73769791637836e-15,3923.33733549387,6091.45505182117
8.49999999999986,-6.7169812746812e-15,3781.99335380928,6068.51029808001
8.50999999999986,-6.69711406350402e-15,3642.80078995154,6041.51605551468
8.51999999999986,-6.67769737995565e-15,3505.81966039301,6010.58588664958
8.52999999999986,-6.65834748358962e-15,3371.10296347869,5975.8343177368
8.53999999999986,-6.63869979910732e-15,3238.69687616329,5937.37649830395
8.54999999999986,-3.28791848299218e-12,3108.64096016015,5895.32787607065
8.55999999999986,-6.59716083551888e-15,2980.96837465298,5849.80388835978
8.56999999999986,-6.57465302969533e-15,2855.70609310888,5800.91967064571
8.57999999999986,-6.55061288248719e-15,2732.87512201784,5748.78978257245
8.58999999999986,-6.5247884692686e-15,2612.49071987367,5693.52795145295
8.59999999999986,-6.49695316984557e-15,2494.56261499635,5635.24683306754
8.60999999999986,-6.46690225482402e-15,2379.09522121868,5574.05778931612
8.61999999999986,-3.2877345155433e-12,2266.08785082111,5510.07068211302
8.62999999999986,-6.39944992079817e-15,2155.53492434113,5443.39368283885
8.63999999999986,-6.36174842861601e-15,2047.42617730953,5374.13309658172
8.64999999999986,-6.32123144908225e-15,1941.74686409348,5302.39320040897
8.65999999999986,-6.2777983474643e-15,1838.47795935717,5228.27609487609
8.66999999999986,-6.23136689664221e-15,1737.59635777794,5151.8815680397
8.67999999999986,-6.18186925400769e-15,1639.07507280563,5073.30697131536
8.68999999999986,-3.28742930451169e-12,1542.88343536555,4992.647106612
8.69999999999986,-6.0734843330052e-15,1448.98729347173,4909.9941242647
8.70999999999986,-6.0145326001911e-15,1357.34921370857,4825.43743140914
8.71999999999986,-5.95238370124245e-15,1267.9286855678,4739.06361054164
8.72999999999986,-5.88703188267892e-15,1180.68232950041,4650.95634816027
8.73999999999986,-5.81847903260304e-15,1095.56410951703,4561.19637346582
8.74999999999986,-5.74673478093844e-15,1012.52555099636,4469.86140722797
8.75999999999986,-3.28697186893246e-12,931.515964204751,4377.02612100596
8.76999999999986,-5.59373446839719e-15,852.482673870424,4282.76210699645
8.77999999999986,-5.51252132262938e-15,775.371254875317,4187.13785885768
8.78999999999986,-5.42820032072112e-15,700.125773966519,4090.2187638815
8.79999999999986,-5.34080009413039e-15,626.689037074562,3992.06710691921
8.80999999999986,-5.25035052973379e-15,555.002841599449,3892.74208645871
8.81999999999986,-5.15688381730747e-15,485.008232719838,3792.29984322019
8.82999999999986,-3.28636049309732e-12,416.645762570462,3690.79350158876
8.83999999999986,-4.96102999160467e-15,349.855750789066,3588.27322411706
8.84999999999986,-4.85871157965103e-15,284.578544798378,3484.78627922642
8.85999999999986,-4.75351357950158e-15,220.754777866476,3380.37712211457
8.86999999999986,-4.64547312940596e-15,158.325622877721,3275.08748872742
8.87999999999986,-4.53463069770099e-15,97.2330395751506,3168.95650248854
8.88999999999985,-4.42102800003435e-15,37.4200129092412,3062.02079331447
8.89999999999985,-3.28560476190997e-12,-21.1692198564384,2954.31462824707
8.90999999999985,-4.18572985189795e-15,-78.588955715197,2845.87005287016
8.91999999999985,-4.06413834203324e-15,-134.891828428179,2736.71704248295
8.92999999999985,-3.93999757664237e-15,-190.128629217002,2626.8836618414
8.93999999999985,-3.81337371963127e-15,-244.348147598167,2516.39623212962
8.94999999999985,-3.6843422701999e-15,-297.597034165418,2405.27950368013
8.95999999999985,-3.55298531455894e-15,-349.919686761983,2293.5568328756
8.96999999999985,-3.28471943264169e-12,-401.358161203497,2181.25036157515
8.97999999999985,-3.28367639301721e-15,-451.952107309322,2068.38119738137
8.98999999999985,-3.14594028176899e-15,-501.738730621247,1954.96959305614
8.99999999999985,-3.00631248245688e-15,-550.752779783169,1841.03512342984
9.00999999999985,-2.86493051469894e-15,-599.026559144192,1726.59685821974
9.01999999999985,-2.72194423231952e-15,-646.58996574842,1611.67352927579
9.02999999999985,-2.5775167155066e-15,-693.470549530589,1496.28369091102
9.03999999999985,-3.28373186305884e-12,-739.693595147979,1380.44587213022
9.04999999999985,-2.2850564037661e-15,-785.282223652632,1264.17871975833
9.05999999999985,-2.13741613773971e-15,-830.257511896759,1147.50113165765
9.06999999999985,-1.9891200721731e-15,-874.638627422421,1030.43237944017
9.07999999999985,-1.84039674637861e-15,-918.44297643983,912.992220267446
9.08999999999985,-1.69148848964953e-15,-961.686362406938,795.200997556098
9.09999999999985,-1.54264842725072e-15,-1004.38315275085,677.079730567798
9.10999999999985,-3.2826941714372e-12,-1046.54645125172,558.650193065253
9.11999999999985,-1.24624498809712e-15,-1088.18827374952,439.934981341307
9.12999999999985,-1.09924285161335e-15,-1129.31972491338,320.957572081953
9.13999999999985,-9.53430391886213e-16,-1169.95117400437,201.742370605377
9.14999999999985,-8.0911010355839e-16,-1210.09242773034,82.3147501123449
9.15999999999985,-6.66591767036804e-16,-1249.75289849877,-37.2989173851902
9.16999999999985,-5.26190854509273e-16,-1288.94176658461,-157.071237758695
9.17999999999985,-3.2816882551923e-12,-1327.66813495062,-276.973778401415
9.18999999999985,-2.53026261219947e-16,-1365.94117565324,-396.977058156663
9.19999999999985,-1.20912775219899e-16,-1403.77026698803,-517.050542942079
9.20999999999985,7.78534362261798e-18,-1441.16512069325,-637.162646555439
9.21999999999985,1.32740864379627e-16,-1478.13589871995,-757.280736240356
9.22999999999985,2.5362830764867e-16,-1514.69331919933,-877.371142703709
9.23999999999985,3.70124803410971e-16,-1550.8487513987,-997.399174407463
9.24999999999985,-3.28081811724755e-12,-1586.61429951896,-1117.32913608446
9.25999999999985,5.88678531988831e-16,-1622.00287531323,-1237.12435158724
9.26999999999985,6.90118793339139e-16,-1657.0282595377,-1356.74719132242
9.27999999999985,7.85937360462045e-16,-1691.70515230312,-1476.15910468664
9.28999999999985,8.75850045855878e-16,-1726.04921243509,-1595.32065808425
9.29999999999985,9.59585044314046e-16,-1760.07708594847,-1714.19157926974
9.30999999999985,1.03688576447624e-15,-1793.80642378016,-1832.73080891936
9.31999999999985,-3.28019251388414e-12,-1827.25588890968,-1950.89656051569
9.32999999999985,1.17124533662343e-15,-1860.44515302005,-2068.64638976109
9.33999999999985,1.22788580443732e-15,-1893.39488287037,-2185.93727493066
9.34999999999985,1.27725997136795e-15,-1926.12671656392,-2302.72570967694
9.35999999999984,1.31922212675087e-15,-1958.66322996441,-2418.96780997786
9.36999999999984,1.35365641869077e-15,-1991.02789356308,-2534.61943700223
9.37999999999984,1.38048191168014e-15,-2023.24502020907,-2649.63633779189
9.38999999999984,-3.27990036529891e-12,-2055.33970425409,-2763.97430571934
9.39999999999984,1.41117402758623e-15,-2087.33775282304,-2877.58936271837
9.40999999999984,1.41508379234741e-15,-2119.26561018059,-2990.43796529772
9.41999999999984,1.41147994308e-15,-2151.15027640426,-3102.47723626611
9.42999999999984,1.40051373546848e-15,-2183.01922196209,-3213.66522402271
9.43999999999984,1.38239814123291e-15,-2214.90030015577,-3323.96119103193
9.44999999999984,1.35741277184405e-15,-2246.82165990075,-3433.32593286826
9.45999999999984,-3.27997411268048e-12,-2278.81166183724,-3541.72212881196
9.46999999999984,1.28832448319526e-15,-2310.89880138423,-3649.11472449194
9.47999999999984,1.2451731223435e-15,-2343.11164303107,-3755.47134644946
9.48999999999984,1.19706926619954e-15,-2375.47877088898,-3860.76274771587
9.49999999999984,1.14472659719213e-15,-2408.02876130588,-3964.96328256236
9.50999999999984,1.08896759724673e-15,-2440.79018415553,-4068.05140746556
9.51999999999984,1.03073140661789e-15,-2473.7916402277,-4170.01020403285
9.52999999999984,-3.28032894167207e-12,-2507.06184291974,-4270.82791812267
9.53999999999984,9.11215953847316e-16,-2540.62975317809,-4370.49850771894
9.54999999999984,8.52471150748792e-16,-2574.52477723422,-4469.0221901972
9.55999999999984,7.96334003027539e-16,-2608.77703717178,-4566.40597758172
9.56999999999984,7.44447465549449e-16,-2643.41772459479,-4662.6641861149
9.57999999999984,6.98617981188356e-16,-2678.47954767746,-4757.8189041375
9.58999999999984,6.60821986124084e-16,-2713.99728149244,-4851.90039977565
9.59999999999984,-3.28066681190341e-12,-2750.00843080176,-4944.94744750663
9.60999999999984,6.18119032390329e-16,-2786.5540132361,-5037.00755018256
9.61999999999984,6.18059841905548e-16,-2823.67946909975,-5128.13703085182
9.62999999999984,6.36195858480669e-16,-2861.43570066212,-5218.40097212416
9.63999999999984,6.75359945057002e-16,-2899.88024608286,-5307.87292247984
9.64999999999984,3.70174755707575e-12,-2939.07858157478,-5396.6345249199
9.65999999999984,8.28911272530866e-16,-2979.10554115649,-5484.77468356152
9.66999999999984,9.46445312298374e-16,-3020.04685423709,-5572.38861356876
9.67999999999984,1.09809229771505e-15,-3062.00077733081,-5659.57652587608
9.68999999999984,1.2884283614737e-15,-3105.07980097793,-5746.44197018115
9.69999999999984,1.52063338212652e-15,-3149.41240417137,-5833.08981675668
9.70999999999984,1.79828084510055e-15,-3195.14482850874,-5919.62384975966
9.71999999999984,3.70344458012096e-12,-3242.44283287301,-6006.14395694967
9.72999999999984,2.50592670409851e-15,-3291.49339279895,-6092.74290188765
9.73999999999984,2.94406324758234e-15,-3342.50630065867,-6179.5026749686
9.74999999999984,3.44381738147012e-15,-3395.71562602125,-6266.49042247173
9.75999999999984,4.00917284238856e-15,-3451.38099416009,-6353.75396160099
9.76999999999984,4.64399401663392e-15,-3509.78864532291,-6441.31689301675
9.77999999999984,5.35197876452075e-15,-3571.25224276104,-6529.17332714316
9.78999999999984,3.70745581358191e-12,-3636.11340595082,-6617.2822415118
9.79999999999984,7.00108443829759e-15,-3704.74195702457,-6705.56148444331
9.80999999999984,7.94828404700037e-15,-3777.53588170686,-6793.88143398352
9.81999999999984,8.98069118020233e-15,-3854.92102261128,-6882.05830843766
9.82999999999983,1.01003458460411e-14,-3937.35054022762,-6969.84710560029
9.83999999999983,1.13087842152288e-14,-4025.30419613584,-7056.93411931051
9.84999999999983,1.2606983808844e-14,-4119.28753179258,-7142.92894353968
9.85999999999983,3.71531450854e-12,-4219.83103403899,-7227.35582319082
9.86999999999983,1.54734536348437e-14,-4327.489393161,-7309.64414564822
9.87999999999983,1.70403957360809e-14,-4442.84096871602,-7389.11778512592
9.88999999999983,1.86943351741268e-14,-4566.48757933078,-7464.98291060833
9.89999999999983,2.04326400671213e-14,-4699.05472069954,-7536.31374476481
9.90999999999983,2.22517806361322e-14,-4841.1922847983,-7602.03561294278
9.91999999999983,2.41472506015365e-14,-4993.57579311229,-7660.90444640565
9.92999999999983,3.72743268844966e-12,-5156.90805281665,-7711.48170294163
9.93999999999983,2.81436372759979e-14,-5331.92097468812,-7752.1034472774
9.94999999999983,3.02295785045766e-14,-5519.37702023671,-7780.842111737
9.95999999999983,3.23614650823104e-14,-5720.06931973231,-7795.45927656785
9.96999999999983,3.45274785478689e-14,-5934.81884200942,-7793.34775664807
9.97999999999983,3.67133201165627e-14,-6164.4659831155,-7771.46152705096
9.98999999999983,3.89021150529539e-14,-6409.8523505316,-7726.23291084747
10,2.38799922059775e-12,-6671.78665658283,-7653.47829887348
