"Plot9"
"Time (sec)","Acceleration1 (mm/sec**2)","Acceleration2 (mm/sec**2)","Linear Acceleration2 (mm/sec**2)"
7.88999999999988,9.40855923310997e-13,1880.70920691177,7.304927479246
7.89999999999988,9.40855923310997e-13,1728.99834040341,7.37648613928167
7.90999999999988,9.40855923310997e-13,1573.29121208075,7.44471637064595
7.91999999999988,9.40855923310997e-13,1413.05371629608,7.50942278789026
7.92999999999988,9.40855923310997e-13,1247.78495994613,7.57033761969332
7.93999999999988,9.40855923310997e-13,1077.03101382482,7.62712362996771
7.94999999999987,9.40855923310997e-13,900.39753970285,7.67937876112697
7.95999999999987,9.40855923310997e-13,717.56096544803,7.72664234565301
7.96999999999987,9.40855923310997e-13,528.27794863676,7.76840267901806
7.97999999999987,9.40855923310997e-13,332.39295306724,7.80410571419106
7.98999999999987,9.40855923310997e-13,129.843832270911,7.83316462477014
7.99999999999987,9.40855923310997e-13,-79.3346230862682,7.8549699811323
8.00999999999987,9.40855923310997e-13,-295.009141416047,7.86890026176466
8.01999999999987,9.40855923310997e-13,-516.948331451302,7.87433244346087
8.02999999999987,9.40855923310997e-13,-744.824810017567,7.87065244773031
8.03999999999987,9.40855923310997e-13,-978.218916561149,7.85726523078958
8.04999999999987,9.40855923310997e-13,-1216.62381501716,7.8336043427857
8.05999999999987,9.40855923310997e-13,-1459.45177140256,7.7991408126684
8.06999999999987,9.40855923310997e-13,-1706.0413782113,7.75339124285128
8.07999999999987,9.40855923310997e-13,-1955.66551568577,7.69592504107762
8.08999999999987,9.40855923310997e-13,-2207.53984902958,7.62637073602052
8.09999999999987,9.40855923310997e-13,-2460.83167887278,7.54442135137186
8.10999999999987,9.40855923310996e-13,-2714.66898244775,7.44983882747587
8.11999999999987,9.40855923310997e-13,-2968.14950790403,7.34245749929017
8.12999999999987,9.40855923310997e-13,-3220.3498008507,7.22218665990428
8.13999999999987,9.40855923310997e-13,-3470.33406783129,7.0890122352805
8.14999999999987,9.40855923310996e-13,-3717.16280408561,6.94299760770438
8.15999999999987,9.40855923310997e-13,-3959.90111937675,6.78428362045954
8.16999999999987,9.40855923310997e-13,-4197.62672194909,6.61308780552048
8.17999999999987,9.40855923310996e-13,-4429.43752265218,6.42970287422293
8.18999999999987,9.40855923310996e-13,-4654.45882774622,6.23449450395483
8.19999999999987,9.40855923310997e-13,-4871.85009413358,6.02789846121924
8.20999999999987,9.40855923310996e-13,-5080.81122626685,5.81041709447587
8.21999999999987,9.40855923310996e-13,-5280.58839478492,5.58261523724662
8.22999999999987,9.40855923310996e-13,-5470.47934582147,5.34511556170232
8.23999999999987,9.40855923310996e-13,-5649.83817775228,5.09859342456589
8.24999999999987,9.40855923310996e-13,-5818.07955479437,4.8437712582096
8.25999999999987,9.40855923310996e-13,-5974.6823318178,4.58141256424009
8.26999999999987,9.40855923310996e-13,-6119.19256554238,4.31231556966169
8.27999999999987,9.40855923310996e-13,-6251.22587843438,4.03730661687247
8.28999999999987,9.40855923310996e-13,-6370.46915451599,3.75723336481678
8.29999999999987,9.40855923310996e-13,-6476.68155052093,3.47295788108693
8.30999999999987,9.40855923310996e-13,-6569.69482075398,3.18534971053383
8.31999999999987,9.40855923310996e-13,-6649.41294939767,2.89527901268
8.32999999999987,9.40855923310996e-13,-6715.81109352636,2.60360985520637
8.33999999999987,9.40855923310996e-13,-6768.93386985034,2.31119375341284
8.34999999999987,9.40855923310996e-13,-6808.89301195447,2.01886353611223
8.35999999999987,9.40855923310996e-13,-6835.86504351152,1.72742827027307
8.36999999999987,9.40855923310996e-13,-6850.08469570755,1.43766447547253
8.37999999999987,9.40855923310996e-13,-6851.84769229484,1.15031906391738
8.38999999999987,9.40855923310996e-13,-6841.49917758005,0.866096710159458
8.39999999999987,9.40855923310996e-13,-6819.43182880766,0.58565977923356
8.40999999999987,9.40855923310996e-13,-6786.08467500647,0.309629122385348
8.41999999999986,9.40855923310996e-13,-6741.93041947175,0.0385736567583859
8.42999999999986,9.40855923310996e-13,-6687.47730911966,-0.226983832567678
8.43999999999986,9.40855923310996e-13,-6623.26020021041,-0.486571821032529
8.44999999999986,9.40855923310996e-13,-6549.83657303428,-0.739769361582431
8.45999999999986,9.40855923310996e-13,-6467.78145694433,-0.986206164738478
8.46999999999986,9.40855923310996e-13,-6377.68259800492,-1.22556209226046
8.47999999999986,9.40855923310996e-13,-6280.1359014247,-1.45756616757653
8.48999999999986,9.40855923310996e-13,-6175.74112137267,-1.68199518069642
8.49999999999986,9.40855923310996e-13,-6065.09786382343,-1.89867194928753
8.50999999999986,9.40855923310996e-13,-5948.80190267842,-2.10746327287968
8.51999999999986,9.40855923310996e-13,-5827.44184374493,-2.30827765247911
8.52999999999986,9.40855923310996e-13,-5701.59612544028,-2.50106279634249
8.53999999999986,9.40855923310996e-13,-5571.83038268622,-2.68580299770003
8.54999999999986,9.40855923310996e-13,-5438.69513932902,-2.86251638386841
8.55999999999986,9.40855923310996e-13,-5302.72385916102,-3.03125211911851
8.56999999999986,9.40855923310996e-13,-5164.43129680139,-3.19208756581158
8.57999999999986,9.40855923310996e-13,-5024.3121821298,-3.34512545557689
8.58999999999986,9.40855923310996e-13,-4882.84016887325,-3.49049108860266
8.59999999999986,9.40855923310996e-13,-4740.46707643345,-3.6283295917748
8.60999999999986,9.40855923310996e-13,-4597.622360853,-3.75880324962297
8.61999999999986,9.40855923310996e-13,-4454.71282051911,-3.88208893798708
8.62999999999986,9.40855923310996e-13,-4312.12250587161,-3.99837565604506
8.63999999999986,9.40855923310996e-13,-4170.21279993277,-4.10786219260588
8.64999999999986,9.40855923310996e-13,-4029.32267385579,-4.21075491276322
8.65999999999986,9.40855923310996e-13,-3889.76906097016,-4.30726568991724
8.66999999999986,9.40855923310996e-13,-3751.84736882812,-4.39760998196378
8.67999999999986,9.40855923310996e-13,-3615.8320709539,-4.48200505317596
8.68999999999986,9.40855923310996e-13,-3481.97739456542,-4.56066835180145
8.69999999999986,9.40855923310996e-13,-3350.51806292969,-4.63381604275651
8.70999999999986,9.40855923310996e-13,-3221.67008945482,-4.70166168737342
8.71999999999986,9.40855923310996e-13,-3095.63160724882,-4.76441509359957
8.72999999999986,9.40855923310996e-13,-2972.5837175203,-4.82228129999067
8.73999999999986,9.40855923310996e-13,-2852.69135034705,-4.87545973678292
8.74999999999986,9.40855923310996e-13,-2736.10412199559,-4.92414351236052
8.75999999999986,9.40855923310996e-13,-2622.95718799076,-4.96851887251602
8.76999999999986,9.40855923310996e-13,-2513.37206842279,-5.00876478248832
8.77999999999986,9.40855923310996e-13,-2407.45746534294,-5.0450526624672
8.78999999999986,9.40855923310997e-13,-2305.31002834997,-5.07754625256635
8.79999999999986,9.40855923310996e-13,-2207.01511286406,-5.10640160096796
8.80999999999986,9.40855923310996e-13,-2112.64747094035,-5.13176717973585
8.81999999999986,9.40855923310996e-13,-2022.27193500937,-5.15378410422169
8.82999999999986,9.40855923310997e-13,-1935.944028728,-5.17258645698186
8.83999999999986,9.40855923310997e-13,-1853.71056653028,-5.18830169983291
8.84999999999986,9.40855923310996e-13,-1775.61019070103,-5.20105116531127
8.85999999999986,9.40855923310997e-13,-1701.67388389715,-5.21095060731353
8.86999999999986,9.40855923310997e-13,-1631.92544231422,-5.21811080768483
8.87999999999986,9.40855923310997e-13,-1566.38191129666,-5.22263821271771
8.88999999999985,9.40855923310997e-13,-1505.05400313982,-5.22463558710507
8.89999999999985,9.40855923310997e-13,-1447.94647579973,-5.22420268029812
8.90999999999985,9.40855923310997e-13,-1395.05850565073,-5.22143686213956
8.91999999999985,9.40855923310997e-13,-1346.38403116711,-5.21643375208285
8.92999999999985,9.40855923310997e-13,-1301.91209599348,-5.20928778230653
8.93999999999985,9.40855923310997e-13,-1261.627175835,-5.2000927207479
8.94999999999985,9.40855923310997e-13,-1225.50951000243,-5.18894211490087
8.95999999999985,9.40855923310997e-13,-1193.53542689802,-5.17592965559959
8.96999999999985,9.40855923310997e-13,-1165.67767874352,-5.16114945726583
8.97999999999985,9.40855923310997e-13,-1141.90577827958,-5.14469623423242
8.98999999999985,9.40855923310997e-13,-1122.18634730082,-5.12666538512358
8.99999999999985,9.40855923310997e-13,-1106.4834703924,-5.10715297098635
9.00999999999985,9.40855923310997e-13,-1094.75906281789,-5.08625559531301
9.01999999999985,9.40855923310997e-13,-1086.9732431482,-5.06407018915651
9.02999999999985,9.40855923310997e-13,-1083.08471600893,-5.04069369795204
9.03999999999985,9.40855923310997e-13,-1083.05116216958,-5.01622269712827
9.04999999999985,9.40855923310997e-13,-1086.82962693238,-4.9907529138361
9.05999999999985,9.40855923310997e-13,-1094.37691671115,-4.96437870658274
9.06999999999985,9.40855923310997e-13,-1105.64998363829,-4.93719246511972
9.07999999999985,9.40855923310997e-13,-1120.60631210107,-4.90928399197646
9.08999999999985,9.40855923310997e-13,-1139.20428475932,-4.88073982924639
9.09999999999985,9.40855923310997e-13,-1161.40354391411,-4.85164258196076
9.10999999999985,9.40855923310997e-13,-1187.16532006241,-4.82207021591767
9.11999999999985,9.40855923310997e-13,-1216.45275046611,-4.79209536184299
9.12999999999985,9.40855923310997e-13,-1249.23115543393,-4.76178461697515
9.13999999999985,9.40855923310997e-13,-1285.4682921713,-4.73119786329474
9.14999999999985,9.40855923310997e-13,-1325.1345652143,-4.70038759310614
9.15999999999985,9.40855923310997e-13,-1368.20319779527,-4.66939826234827
9.16999999999985,9.40855923310997e-13,-1414.65035721037,-4.63826565154752
9.17999999999985,9.40855923310997e-13,-1464.45523244519,-4.60701625844519
9.18999999999985,9.40855923310997e-13,-1517.60005304573,-4.57566669919603
9.19999999999985,9.40855923310997e-13,-1574.07005951751,-4.54422313132377
9.20999999999985,9.40855923310997e-13,-1633.85340008533,-4.51268068976026
9.21999999999985,9.40855923310997e-13,-1696.94097298889,-4.48102292857753
9.22999999999985,9.40855923310997e-13,-1763.32618712924,-4.44922127369441
9.23999999999985,9.40855923310997e-13,-1833.00465517775,-4.41723447256503
9.24999999999985,9.40855923310997e-13,-1905.97379755471,-4.38500804304784
9.25999999999985,9.40855923310997e-13,-1982.23236495706,-4.35247371630646
9.26999999999985,9.40855923310997e-13,-2061.77986134976,-4.31954886739856
9.27999999999985,9.40855923310997e-13,-2144.61586989033,-4.28613593893012
9.28999999999985,9.40855923310997e-13,-2230.73926558761,-4.25212184285453
9.29999999999985,9.40855923310997e-13,-2320.14731635095,-4.21737736296134
9.30999999999985,9.40855923310997e-13,-2412.83464940913,-4.18175652612338
9.31999999999985,9.40855923310997e-13,-2508.79209453533,-4.14509598966564
9.32999999999985,9.40855923310997e-13,-2608.00536697007,-4.10721440096896
9.33999999999985,9.40855923310997e-13,-2710.45361235941,-4.06791178302528
9.34999999999985,9.40855923310997e-13,-2816.10776888014,-4.02696892164535
9.35999999999984,9.40855923310997e-13,-2924.92877222078,-3.9841467852681
9.36999999999984,9.40855923310997e-13,-3036.86555564783,-3.93918599051455
9.37999999999984,9.40855923310997e-13,-3151.85288006907,-3.89180632359327
9.38999999999984,9.40855923310997e-13,-3269.80893216471,-3.84170635451829
9.39999999999984,9.40855923310997e-13,-3390.63274784856,-3.788563152925
9.40999999999984,9.40855923310997e-13,-3514.20138743433,-3.73203215079152
9.41999999999984,9.40855923310997e-13,-3640.36692396707,-3.67174717028575
9.42999999999984,9.40855923310998e-13,-3768.95319681599,-3.60732066644207
9.43999999999984,9.40855923310997e-13,-3899.75236304072,-3.53834421198833
9.44999999999984,9.40855923310997e-13,-4032.5212469822,-3.46438927930302
9.45999999999984,9.40855923310997e-13,-4166.97749761353,-3.38500835600352
9.46999999999984,9.40855923310997e-13,-4302.79558509679,-3.29973645056863
9.47999999999984,9.40855923310998e-13,-4439.60265183935,-3.20809303196386
9.48999999999984,9.40855923310998e-13,-4576.97426480537,-3.10958446365258
9.49999999999984,9.40855923310998e-13,-4714.4301015811,-3.00370697193611
9.50999999999984,9.40855923310998e-13,-4851.42963738654,-2.88995021487245
9.51999999999984,9.40855923310997e-13,-4987.36787921959,-2.76780148209743
9.52999999999984,9.40855923310997e-13,-5121.57124354967,-2.63675058924305
9.53999999999984,9.40855923310997e-13,-5253.29363866524,-2.49629548268615
9.54999999999984,9.40855923310998e-13,-5381.71287588792,-2.34594860890613
9.55999999999984,9.40855923310998e-13,-5505.92748928132,-2.18524403960744
9.56999999999984,9.40855923310998e-13,-5624.95411921956,-2.01374538764381
9.57999999999984,9.40855923310998e-13,-5737.7255459203,-1.83105447390304
9.58999999999984,9.40855923310998e-13,-5843.08956940743,-1.63682074453453
9.59999999999984,9.40855923310998e-13,-5939.80881632263,-1.43075136303667
9.60999999999984,9.40855923310998e-13,-6026.56170259046,-1.21262192463193
9.61999999999984,9.40855923310998e-13,-6101.94462717054,-0.9822876733248
9.62999999999984,9.40855923310997e-13,-6164.47217265694,-0.739652221397976
9.63999999999984,9.40855923310997e-13,-6212.59402718333,-0.484815824717755
9.64999999999984,9.40855923310997e-13,-6244.69274954623,-0.218007477009421
9.65999999999984,9.40855923310997e-13,-6259.08385696364,0.0605573145592247
9.66999999999984,9.40855923310997e-13,-6254.04026806634,0.350474106213701
9.67999999999984,9.40855923310997e-13,-6227.80402006413,0.65114476897944
9.68999999999984,9.40855923310997e-13,-6178.59670010355,0.96182896011797
9.69999999999984,9.40855923310997e-13,-6104.63687918002,1.28162685704105
9.70999999999984,9.40855923310997e-13,-6004.15917828856,1.60946759700926
9.71999999999984,9.40855923310997e-13,-5875.43470074417,1.94410524393541
9.72999999999984,9.40855923310997e-13,-5716.79299405506,2.28411762695898
9.73999999999984,9.40855923310997e-13,-5526.64524590737,2.62790821551101
9.74999999999984,9.40855923310997e-13,-5303.50832297932,2.97371142370969
9.75999999999984,9.40855923310997e-13,-5046.02915832054,3.31960154375703
9.76999999999984,9.40855923310997e-13,-4753.00892830789,3.6635057237273
9.77999999999984,9.40855923310997e-13,-4423.42639927311,4.00322124988693
9.78999999999984,9.40855923310997e-13,-4056.45971821783,4.3364370642028
9.79999999999984,9.40855923310997e-13,-3651.50592461126,4.66075957071603
9.80999999999984,9.40855923310997e-13,-3208.19745438353,4.97374263505468
9.81999999999984,9.40855923310997e-13,-2726.41495013388,5.27292145186702
9.82999999999983,9.40855923310997e-13,-2206.29580307559,5.55584981654353
9.83999999999983,9.40855923310997e-13,-1648.23801952177,5.82014019715277
9.84999999999983,9.40855923310997e-13,-1052.89927803237,6.06350582162086
9.85999999999983,9.40855923310997e-13,-421.191441554999,6.28380381502705
9.86999999999983,9.40855923310997e-13,245.728672875442,6.47907828957428
9.87999999999983,9.40855923310997e-13,946.470709452155,6.64760212119948
9.88999999999983,9.40855923310997e-13,1679.42177825024,6.78791598200802
9.89999999999983,9.40855923310997e-13,2442.75302331852,6.8988630244918
9.90999999999983,9.40855923310997e-13,3234.41571167267,6.97961736958454
9.91999999999983,9.40855923310997e-13,4052.11798174729,7.02970421042386
9.92999999999983,9.40855923310997e-13,4893.26934083469,7.04900881662139
9.93999999999983,9.40855923310997e-13,5754.87420359695,7.03777088795281
9.94999999999983,9.40855923310997e-13,6633.3474726575,6.99655939200095
9.95999999999983,9.40855923310997e-13,7524.21333384674,6.92622099836288
9.96999999999983,9.40855923310997e-13,8421.631906541,6.82779221564286
9.97999999999983,9.40855923310997e-13,9317.6760535265,6.70236102458764
9.98999999999983,9.40855923310997e-13,10201.1418818415,6.55084180274816
10,9.40855923310997e-13,11056.5786355981,6.37375759419147
