"Plot2"
"Time (sec)","Center of Mass Position2 (mm)","Center of Mass Position4 (mm)","Center of Mass Position5 (mm)"
7.91999999999988,3.67761376907083e-13,-144.5205274927,-1981.32661080293
7.92999999999988,3.67761376907083e-13,-105.54796795516,-1984.01312974938
7.93999999999988,3.67761376907083e-13,-66.4506756568069,-1985.94109015336
7.94999999999987,3.67761376907083e-13,-27.245729283418,-1987.10503025066
7.95999999999987,3.67761376907083e-13,12.0492051173521,-1987.49994919599
7.96999999999987,3.67761376907083e-13,51.4158418568834,-1987.12135346984
7.97999999999987,3.67761376907083e-13,90.8352513349412,-1985.9653082799
7.98999999999987,3.67761376907083e-13,130.287844532525,-1984.02849308002
7.99999999999987,3.67761376907083e-13,169.753366826911,-1981.3082602451
8.00999999999987,3.67761376907083e-13,209.210901483389,-1977.80269588261
8.01999999999987,3.67761376907083e-13,248.638882979234,-1973.51068172991
8.02999999999987,3.67761376907083e-13,288.015120125142,-1968.43195708041
8.03999999999987,3.67761376907083e-13,327.316828772592,-1962.56717969834
8.04999999999987,3.67761376907083e-13,366.52067373741,-1955.91798471933
8.05999999999987,3.67761376907083e-13,405.602819430736,-1948.48704058839
8.06999999999987,3.67761376907083e-13,444.538988572087,-1940.27810115579
8.07999999999987,3.67761376907083e-13,483.304528263674,-1931.29605313068
8.08999999999987,3.67761376907083e-13,521.87448263158,-1921.54695817961
8.09999999999987,3.67761376907083e-13,560.223671185488,-1911.03808904921
8.10999999999987,3.67761376907083e-13,598.326772013208,-1899.77795918705
8.11999999999987,3.67761376907083e-13,636.158408907039,-1887.77634542967
8.12999999999987,3.67761376907083e-13,673.693241513642,-1875.0443034209
8.13999999999987,3.67761376907083e-13,710.906057605618,-1861.59417551514
8.14999999999987,3.67761376907083e-13,747.771866588929,-1847.43959100903
8.15999999999987,3.67761376907083e-13,784.265993384065,-1832.59545862969
8.16999999999987,3.67761376907083e-13,820.364171848499,-1817.07795128919
8.17999999999987,3.67761376907083e-13,856.042636942411,-1800.90448319183
8.18999999999987,3.67761376907083e-13,891.278214877636,-1784.09367945467
8.19999999999987,3.67761376907083e-13,926.048410530827,-1766.66533847099
8.20999999999987,3.67761376907083e-13,960.331491445322,-1748.64038731287
8.21999999999987,3.67761376907083e-13,994.1065677921,-1730.04083053093
8.22999999999987,3.67761376907083e-13,1027.3536677084,-1710.88969276795
8.23999999999987,3.67761376907083e-13,1060.05380748331,-1691.21095565745
8.24999999999987,3.67761376907083e-13,1092.18905611291,-1671.02948952788
8.25999999999987,3.67761376907083e-13,1123.74259380364,-1650.3709804782
8.26999999999987,3.67761376907083e-13,1154.69876406165,-1629.26185342943
8.27999999999987,3.67761376907083e-13,1185.04311906733,-1607.72919178981
8.28999999999987,3.67761376907083e-13,1214.76245809911,-1585.80065439688
8.29999999999987,3.67761376907083e-13,1243.84485883665,-1563.50439041791
8.30999999999987,3.67761376907083e-13,1272.27970144238,-1540.86895290004
8.31999999999987,3.67761376907083e-13,1300.0576853889,-1517.9232116627
8.32999999999987,3.67761376907083e-13,1327.17083906956,-1494.69626621755
8.33999999999987,3.67761376907083e-13,1353.61252229714,-1471.21735938413
8.34999999999987,3.67761376907083e-13,1379.3774218617,-1447.51579224497
8.35999999999987,3.67761376907083e-13,1404.4615403799,-1423.62084105176
8.36999999999987,3.67761376907083e-13,1428.86217873416,-1399.56167664569
8.37999999999987,3.67761376907083e-13,1452.5779124446,-1375.36728691514
8.38999999999987,3.67761376907083e-13,1475.60856235288,-1351.06640277241
8.39999999999987,3.67761376907083e-13,1497.95516005664,-1326.6874280552
8.40999999999987,3.67761376907083e-13,1519.61990857145,-1302.25837368985
8.41999999999986,3.67761376907083e-13,1540.60613870499,-1277.80679640623
8.42999999999986,3.67761376907083e-13,1560.91826163675,-1253.35974224233
8.43999999999986,3.67761376907083e-13,1580.56171821637,-1228.94369500366
8.44999999999986,3.67761376907083e-13,1599.5429255041,-1204.58452977079
8.45999999999986,3.67761376907083e-13,1617.86922106534,-1180.30747149574
8.46999999999986,3.67761376907083e-13,1635.54880551082,-1156.13705868413
8.47999999999986,3.67761376907083e-13,1652.5906837585,-1132.09711210913
8.48999999999986,3.67761376907083e-13,1669.00460547701,-1108.21070844954
8.49999999999986,3.67761376907083e-13,1684.80100514401,-1084.50015870297
8.50999999999986,3.67761376907083e-13,1699.99094211812,-1060.98699119705
8.51999999999986,3.67761376907083e-13,1714.58604108924,-1037.69193899455
8.52999999999986,3.67761376907083e-13,1728.59843324182,-1014.63493145983
8.53999999999986,3.67761376907083e-13,1742.04069843244,-991.835089731431
8.54999999999986,3.67761376907083e-13,1754.92580864658,-969.310725833816
8.55999999999986,3.67761376907083e-13,1767.2670729627,-947.079345153861
8.56999999999986,3.67761376907083e-13,1779.07808421931,-925.157652000992
8.57999999999986,3.67761376907083e-13,1790.37266754973,-903.561557964095
8.58999999999986,3.67761376907083e-13,1801.16483091827,-882.306192779268
8.59999999999986,3.67761376907083e-13,1811.46871776138,-861.405917428173
8.60999999999986,3.67761376907083e-13,1821.29856181018,-840.874339193191
8.61999999999986,3.67761376907083e-13,1830.6686441469,-820.724328402027
8.62999999999986,3.67761376907083e-13,1839.59325252568,-800.968036603248
8.63999999999986,3.67761376907083e-13,1848.08664296715,-781.616915926477
8.64999999999986,3.67761376907083e-13,1856.16300361798,-762.681739394264
8.65999999999986,3.67761376907083e-13,1863.83642085061,-744.172621965444
8.66999999999986,3.67761376907083e-13,1871.12084756536,-726.099042102977
8.67999999999986,3.67761376907083e-13,1878.03007364498,-708.469863674034
8.68999999999986,3.67761376907083e-13,1884.57769850154,-691.293358005856
8.69999999999986,3.67761376907083e-13,1890.77710564754,-674.577225936297
8.70999999999986,3.67761376907083e-13,1896.64143921683,-658.328619712905
8.71999999999986,3.67761376907083e-13,1902.18358235642,-642.554164609775
8.72999999999986,3.67761376907083e-13,1907.41613740607,-627.259980147274
8.73999999999986,3.67761376907083e-13,1912.35140778109,-612.451700815529
8.74999999999986,3.67761376907083e-13,1917.00138147207,-598.134496217645
8.75999999999986,3.67761376907083e-13,1921.37771607616,-584.313090563431
8.76999999999986,3.67761376907083e-13,1925.49172527469,-570.991781459304
8.77999999999986,3.67761376907083e-13,1929.35436667427,-558.174457954603
8.78999999999986,3.67761376907083e-13,1932.97623093035,-545.864617818478
8.79999999999986,3.67761376907083e-13,1936.36753207569,-534.065384034682
8.80999999999986,3.67761376907083e-13,1939.53809897939,-522.779520514204
8.81999999999986,3.67761376907083e-13,1942.49736786561,-512.009447037727
8.82999999999986,3.67761376907083e-13,1945.25437582562,-501.757253450953
8.83999999999986,3.67761376907083e-13,1947.81775526014,-492.024713145811
8.84999999999986,3.67761376907083e-13,1950.19572919358,-482.813295869349
8.85999999999986,3.67761376907083e-13,1952.39610740551,-474.124179909865
8.86999999999986,3.67761376907083e-13,1954.42628332841,-465.958263716186
8.87999999999986,3.67761376907083e-13,1956.29323166452,-458.31617701093
8.88999999999985,3.67761376907083e-13,1958.00350667772,-451.19829146193
8.89999999999985,3.67761376907083e-13,1959.56324111922,-444.604730977819
8.90999999999985,3.67761376907083e-13,1960.97814574865,-438.53538169407
8.91999999999985,3.67761376907083e-13,1962.25350941355,-432.989901714457
8.92999999999985,3.67761376907083e-13,1963.39419965267,-427.967730669987
8.93999999999985,3.67761376907083e-13,1964.40466378893,-423.468099152956
8.94999999999985,3.67761376907083e-13,1965.288930479,-419.490038078048
8.95999999999985,3.67761376907083e-13,1966.05061168678,-416.032388015414
8.96999999999985,3.67761376907083e-13,1966.69290504768,-413.093808532629
8.97999999999985,3.67761376907083e-13,1967.21859659063,-410.672787573515
8.98999999999985,3.67761376907083e-13,1967.63006378392,-408.767650892267
8.99999999999985,3.67761376907083e-13,1967.92927887005,-407.376571551413
9.00999999999985,3.67761376907083e-13,1968.1178124542,-406.497579482072
9.01999999999985,3.67761376907083e-13,1968.19683730965,-406.128571094969
9.02999999999985,3.67761376907083e-13,1968.16713236268,-406.267318921034
9.03999999999985,3.67761376907083e-13,1968.02908681886,-406.911481251292
9.04999999999985,3.67761376907083e-13,1967.78270439176,-408.058611737359
9.05999999999985,3.67761376907083e-13,1967.42760759508,-409.706168906369
9.06999999999985,3.67761376907083e-13,1966.96304205884,-411.85152553764
9.07999999999985,3.67761376907083e-13,1966.38788083088,-414.491977842913
9.08999999999985,3.67761376907083e-13,1965.70062862547,-417.624754387696
9.09999999999985,3.67761376907083e-13,1964.89942598187,-421.247024687973
9.10999999999985,3.67761376907083e-13,1963.98205329754,-425.355907414331
9.11999999999985,3.67761376907083e-13,1962.94593470226,-429.948478134366
9.12999999999985,3.67761376907083e-13,1961.78814174225,-435.021776523829
9.13999999999985,3.67761376907083e-13,1960.5053968459,-440.572812977389
9.14999999999985,3.67761376907083e-13,1959.09407654636,-446.598574550849
9.15999999999985,3.67761376907083e-13,1957.55021443964,-453.096030168112
9.16999999999985,3.67761376907083e-13,1955.86950386124,-460.062135027875
9.17999999999985,3.67761376907083e-13,1954.04730026876,-467.493834146947
9.18999999999985,3.67761376907083e-13,1952.07862332288,-475.388064978952
9.19999999999985,3.67761376907083e-13,1949.9581586646,-483.741759048947
9.20999999999985,3.67761376907083e-13,1947.68025939209,-492.55184254605
9.21999999999985,3.67761376907083e-13,1945.23894724717,-501.815235817402
9.22999999999985,3.67761376907083e-13,1942.62791352748,-511.528851707673
9.23999999999985,3.67761376907083e-13,1939.84051974813,-521.689592688775
9.24999999999985,3.67761376907083e-13,1936.86979808378,-532.294346724501
9.25999999999985,3.67761376907083e-13,1933.70845163052,-543.339981814421
9.26999999999985,3.67761376907083e-13,1930.34885453564,-554.823339160605
9.27999999999985,3.67761376907083e-13,1926.78305205283,-566.741224899697
9.28999999999985,3.67761376907083e-13,1923.00276059046,-579.090400341508
9.29999999999985,3.67761376907083e-13,1918.99936783151,-591.867570653876
9.30999999999985,3.67761376907083e-13,1914.76393301545,-605.06937193209
9.31999999999985,3.67761376907083e-13,1910.28718748508,-618.692356589878
9.32999999999985,3.67761376907083e-13,1905.55953561461,-632.732977007978
9.33999999999985,3.67761376907083e-13,1900.57105625017,-647.187567375915
9.34999999999985,3.67761376907083e-13,1895.31150480897,-662.052323662884
9.35999999999984,3.67761376907083e-13,1889.7703162003,-677.323281654975
9.36999999999984,3.67761376907083e-13,1883.93660874882,-692.996292998575
9.37999999999984,3.67761376907083e-13,1877.79918931905,-709.06699919391
9.38999999999984,3.67761376907083e-13,1871.34655985958,-725.530803488721
9.39999999999984,3.67761376907083e-13,1864.56692560554,-742.382840630287
9.40999999999984,3.67761376907083e-13,1857.44820519882,-759.617944444793
9.41999999999984,3.67761376907083e-13,1849.97804300693,-777.230613226707
9.42999999999984,3.67761376907083e-13,1842.14382394281,-795.214972937815
9.43999999999984,3.67761376907083e-13,1833.93269110963,-813.564738236124
9.44999999999984,3.67761376907083e-13,1825.33156661545,-832.273171379495
9.45999999999984,3.67761376907083e-13,1816.32717592282,-851.333039077753
9.46999999999984,3.67761376907083e-13,1806.90607611721,-870.736567400621
9.47999999999984,3.67761376907083e-13,1797.0546884946,-890.475394887331
9.48999999999984,3.67761376907083e-13,1786.75933588258,-910.540524047289
9.49999999999984,3.67761376907083e-13,1776.00628511966,-930.92227149006
9.50999999999984,3.67761376907083e-13,1764.78179512336,-951.610216976908
9.51999999999984,3.67761376907083e-13,1753.07217097838,-972.593151745364
9.52999999999984,3.67761376907083e-13,1740.86382447013,-993.859026522335
9.53999999999984,3.67761376907083e-13,1728.14334147588,-1015.39489970982
9.54999999999984,3.67761376907083e-13,1714.89755660376,-1037.18688629969
9.55999999999984,3.67761376907083e-13,1701.11363543829,-1059.22010814946
9.56999999999984,3.67761376907083e-13,1686.77916470867,-1081.47864632836
9.57999999999984,3.67761376907083e-13,1671.88225064146,-1103.94549632129
9.58999999999984,3.67761376907083e-13,1656.41162569165,-1126.60252695525
9.59999999999984,3.67761376907083e-13,1640.35676376472,-1149.4304439877
9.60999999999984,3.67761376907083e-13,1623.70800394572,-1172.40875936556
9.61999999999984,3.67761376907083e-13,1606.45668263989,-1195.51576722642
9.62999999999984,3.67761376907083e-13,1588.59527392178,-1218.72852774026
9.63999999999984,3.67761376907083e-13,1570.11753761978,-1242.02286009434
9.64999999999984,3.67761376907083e-13,1551.01867485467,-1265.37334549377
9.65999999999984,3.67761376907083e-13,1531.29549004663,-1288.75334174942
9.66999999999984,3.67761376907083e-13,1510.9465587258,-1312.1350103492
9.67999999999984,3.67761376907083e-13,1489.97239997018,-1335.48935727488
9.68999999999984,3.67761376907083e-13,1468.37565223435,-1358.78628857406
9.69999999999984,3.67761376907083e-13,1446.1612511068,-1381.99468162302
9.70999999999984,3.67761376907083e-13,1423.3366072864,-1405.08247292374
9.71999999999984,3.67761376907083e-13,1399.91178296266,-1428.01676300429
9.72999999999984,3.67761376907083e-13,1375.89966451156,-1450.76393887425
9.73999999999984,3.67761376907083e-13,1351.31612935519,-1473.289814132
9.74999999999984,3.67761376907083e-13,1326.18020463717,-1495.55978659483
9.75999999999984,3.67761376907083e-13,1300.51421533578,-1517.53901293168
9.76999999999984,3.67761376907083e-13,1274.34391936807,-1539.19259943902
9.77999999999984,3.67761376907083e-13,1247.69862727683,-1560.48580768341
9.78999999999984,3.67761376907083e-13,1220.61130417267,-1581.38427331792
9.79999999999984,3.67761376907083e-13,1193.11865175526,-1601.85423594934
9.80999999999984,3.67761376907083e-13,1165.26116847284,-1621.86277749499
9.81999999999984,3.67761376907083e-13,1137.08318617074,-1641.37806605628
9.82999999999983,3.67761376907083e-13,1108.63288195652,-1660.36960193964
9.83999999999983,3.67761376907083e-13,1079.96226442786,-1678.80846211522
9.84999999999983,3.67761376907083e-13,1051.12713388018,-1696.667539116
9.85999999999983,3.67761376907083e-13,1022.18701658456,-1713.92177017685
9.86999999999983,3.67761376907083e-13,993.205073678986,-1730.5483523013
9.87999999999983,3.67761376907083e-13,964.247985582773,-1746.5269389464
9.88999999999983,3.67761376907083e-13,935.38581305417,-1761.83981414591
9.89999999999983,3.67761376907083e-13,906.691835958506,-1776.47204016864
9.90999999999983,3.67761376907083e-13,878.242370353133,-1790.41157525136
9.91999999999983,3.67761376907083e-13,850.116563425236,-1803.64935858142
9.92999999999983,3.67761376907083e-13,822.396163850116,-1816.17936057168
9.93999999999983,3.67761376907083e-13,795.165261864769,-1827.99859762787
9.94999999999983,3.67761376907083e-13,768.509988187039,-1839.10711214918
9.95999999999983,3.67761376907083e-13,742.518153016739,-1849.50792057016
9.96999999999983,3.67761376907083e-13,717.278794539266,-1859.2069350643
9.97999999999983,3.67761376907083e-13,692.881588952073,-1868.21286841321
9.98999999999983,3.67761376907083e-13,669.416048889465,-1876.53713693285
10,3.67761376907083e-13,646.970400846891,-1884.19378404875
