"Body 2 CM Motion"
"Time (sec)","Center of Mass Position6 (mm)","Center of Mass Position8 (mm)","Center of Mass Position9 (mm)"
7.81999999999988,7.94503351997378e-13,-1386.45731384921,-4786.27603536572
7.82999999999988,7.94503351997378e-13,-1286.96139115834,-4814.54390979929
7.83999999999988,7.94503351997378e-13,-1186.56538770549,-4840.78086389206
7.84999999999988,7.94503351997378e-13,-1085.33786336705,-4864.94611056379
7.85999999999988,7.94503351997378e-13,-983.349608813126,-4887.00246479844
7.86999999999988,7.94503351997378e-13,-880.673427472874,-4906.91652114437
7.87999999999988,7.94503351997378e-13,-777.383900210418,-4924.65880602071
7.88999999999988,7.94503351997378e-13,-673.557135493554,-4940.2039024129
7.89999999999988,7.94503351997378e-13,-569.270508041858,-4953.53054513057
7.90999999999988,7.94503351997378e-13,-464.602389280627,-4964.62168539452
7.91999999999988,7.94503351997378e-13,-359.63187304109,-4973.46452418519
7.92999999999988,7.94503351997378e-13,-254.438500013929,-4980.05051445184
7.93999999999988,7.94503351997378e-13,-149.10198441319,-4984.3753329406
7.94999999999987,7.94503351997378e-13,-43.7019461393368,-4986.43882302187
7.95999999999987,7.94503351997378e-13,61.6823485016254,-4986.24491045846
7.96999999999987,7.94503351997378e-13,166.972234809573,-4983.80149453836
7.97999999999987,7.94503351997378e-13,272.089884096108,-4979.12031738456
7.98999999999987,7.94503351997378e-13,376.958522594165,-4972.21681453946
7.99999999999987,7.94503351997378e-13,481.502633434026,-4963.10995009948
8.00999999999987,7.94503351997378e-13,585.64814071896,-4951.82203974786
8.01999999999987,7.94503351997378e-13,689.322575186051,-4938.37856500562
8.02999999999987,7.94503351997378e-13,792.455221365473,-4922.80798190247
8.03999999999987,7.94503351997378e-13,894.977246538377,-4905.141527073
8.04999999999987,7.94503351997378e-13,996.821812129368,-4885.41302402391
8.05999999999987,7.94503351997378e-13,1097.92416845017,-4863.65869200991
8.06999999999987,7.94503351997378e-13,1198.22173392978,-4839.9169596148
8.07999999999987,7.94503351997378e-13,1297.65416012554,-4814.22828477527
8.08999999999987,7.94503351997378e-13,1396.16338390882,-4786.63498262026
8.09999999999987,7.94503351997378e-13,1493.69366826302,-4757.18106214185
8.10999999999987,7.94503351997378e-13,1590.19163312602,-4725.91207237227
8.11999999999987,7.94503351997378e-13,1685.6062776597,-4692.87495842594
8.12999999999987,7.94503351997378e-13,1779.88899524369,-4658.11792747909
8.13999999999987,7.94503351997378e-13,1872.99358237568,-4621.69032450903
8.14999999999987,7.94503351997378e-13,1964.87624252466,-4583.64251740107
8.15999999999987,7.94503351997378e-13,2055.49558583305,-4544.02579085568
8.16999999999987,7.94503351997378e-13,2144.81262540546,-4502.8922483917
8.17999999999987,7.94503351997378e-13,2232.79077076267,-4460.29472164155
8.18999999999987,7.94503351997378e-13,2319.39581888363,-4416.28668607044
8.19999999999987,7.94503351997378e-13,2404.59594311198,-4370.92218222025
8.20999999999987,7.94503351997378e-13,2488.36168006952,-4324.25574157803
8.21999999999987,7.94503351997378e-13,2570.66591460125,-4276.34231619489
8.22999999999987,7.94503351997378e-13,2651.48386267697,-4227.23721123017
8.23999999999987,7.94503351997378e-13,2730.7930520949,-4176.99601966476
8.24999999999987,7.94503351997378e-13,2808.57330077365,-4125.67455851195
8.25999999999987,7.94503351997378e-13,2884.80669238131,-4073.3288059506
8.26999999999987,7.94503351997378e-13,2959.4775490326,-4020.01483891039
8.27999999999987,7.94503351997378e-13,3032.57240078656,-3965.78877074761
8.28999999999987,7.94503351997378e-13,3104.07995169641,-3910.70668876047
8.29999999999987,7.94503351997378e-13,3173.99104219742,-3854.82459140018
8.30999999999987,7.94503351997378e-13,3242.29860766555,-3798.19832513651
8.31999999999987,7.94503351997378e-13,3308.99763303633,-3740.88352103119
8.32999999999987,7.94503351997378e-13,3374.08510343754,-3682.93553115636
8.33999999999987,7.94503351997378e-13,3437.5599508564,-3624.40936506827
8.34999999999987,7.94503351997378e-13,3499.42299693121,-3565.35962660546
8.35999999999987,7.94503351997378e-13,3559.67689202251,-3505.84045132766
8.36999999999987,7.94503351997378e-13,3618.32605078858,-3445.90544493935
8.37999999999987,7.94503351997378e-13,3675.3765845406,-3385.60762306261
8.38999999999987,7.94503351997378e-13,3730.83623069262,-3324.9993527364
8.39999999999987,7.94503351997378e-13,3784.71427967682,-3264.13229600379
8.40999999999987,7.94503351997378e-13,3837.02149972875,-3203.05735592645
8.41999999999986,7.94503351997378e-13,3887.77005995569,-3141.82462534654
8.42999999999986,7.94503351997378e-13,3936.97345210551,-3080.48333868652
8.43999999999986,7.94503351997378e-13,3984.6464114611,-3019.08182703462
8.44999999999986,7.94503351997378e-13,4030.80483728253,-2957.66747671643
8.45999999999986,7.94503351997378e-13,4075.46571319892,-2896.28669150967
8.46999999999986,7.94503351997378e-13,4118.64702792364,-2834.98485861793
8.47999999999986,7.94503351997378e-13,4160.36769663932,-2773.80631847291
8.48999999999986,7.94503351997378e-13,4200.64748337012,-2712.7943383904
8.49999999999986,7.94503351997378e-13,4239.50692462286,-2651.99109006542
8.50999999999986,7.94503351997378e-13,4276.96725453861,-2591.43763085868
8.51999999999986,7.94503351997378e-13,4313.05033175834,-2531.17388879486
8.52999999999986,7.94503351997378e-13,4347.77856817114,-2471.23865116531
8.53999999999986,7.94503351997378e-13,4381.17485967904,-2411.66955660527
8.54999999999986,7.94503351997378e-13,4413.26251907821,-2352.5030904994
8.55999999999986,7.94503351997378e-13,4444.06521112547,-2293.77458355679
8.56999999999986,7.94503351997378e-13,4473.6068898328,-2235.51821338697
8.57999999999986,7.94503351997378e-13,4501.91173801052,-2177.76700890297
8.58999999999986,7.94503351997378e-13,4529.00410905999,-2120.55285737646
8.59999999999986,7.94503351997378e-13,4554.90847100104,-2063.90651397117
8.60999999999986,7.94503351997378e-13,4579.64935270745,-2007.85761358395
8.61999999999986,7.94503351997378e-13,4603.2512923166,-1952.43468482745
8.62999999999986,7.94503351997378e-13,4625.7387877753,-1897.66516599532
8.63999999999986,7.94503351997378e-13,4647.13624948183,-1843.5754228582
8.64999999999986,7.94503351997378e-13,4667.46795498584,-1790.19076814668
8.65999999999986,7.94503351997378e-13,4686.75800571203,-1737.53548258488
8.66999999999986,7.94503351997378e-13,4705.03028567976,-1685.63283734553
8.67999999999986,7.94503351997378e-13,4722.3084221986,-1634.50511780526
8.68999999999986,7.94503351997378e-13,4738.61574852856,-1584.17364848452
8.69999999999986,7.94503351997378e-13,4753.97526850394,-1534.65881906186
8.70999999999986,7.94503351997378e-13,4768.40962312998,-1485.98011135643
8.71999999999986,7.94503351997378e-13,4781.94105917209,-1438.15612717555
8.72999999999986,7.94503351997378e-13,4794.59139976755,-1391.20461692626
8.73999999999986,7.94503351997378e-13,4806.38201709829,-1345.14250889021
8.74999999999986,7.94503351997378e-13,4817.33380717217,-1299.98593906093
8.75999999999986,7.94503351997378e-13,4827.46716676656,-1255.7502814407
8.76999999999986,7.94503351997378e-13,4836.80197259319,-1212.45017869245
8.77999999999986,7.94503351997378e-13,4845.35756274604,-1170.0995730385
8.78999999999986,7.94503351997378e-13,4853.15272049453,-1128.71173729479
8.79999999999986,7.94503351997378e-13,4860.20566048268,-1088.29930592485
8.80999999999986,7.94503351997378e-13,4866.53401739034,-1048.87430599414
8.81999999999986,7.94503351997378e-13,4872.15483710547,-1010.44818790119
8.82999999999986,7.94503351997378e-13,4877.08457044615,-973.031855759011
8.83999999999986,7.94503351997378e-13,4881.339069459,-936.635697296883
8.84999999999986,7.94503351997378e-13,4884.93358630473,-901.269613151175
8.85999999999986,7.94503351997378e-13,4887.88277472462,-866.943045413087
8.86999999999986,7.94503351997378e-13,4890.20069406149,-833.665005301807
8.87999999999986,7.94503351997378e-13,4891.90081578742,-801.444099833857
8.88999999999985,7.94503351997378e-13,4892.99603246754,-770.288557363212
8.89999999999985,7.94503351997378e-13,4893.49866906553,-740.206251872563
8.90999999999985,7.94503351997378e-13,4893.42049647227,-711.20472590355
8.91999999999985,7.94503351997378e-13,4892.77274711547,-683.291212023137
8.92999999999985,7.94503351997378e-13,4891.56613248461,-656.472652734348
8.93999999999985,7.94503351997378e-13,4889.81086238461,-630.755718752258
8.94999999999985,7.94503351997378e-13,4887.5166657115,-606.14682558025
8.95999999999985,7.94503351997378e-13,4884.69281252685,-582.652148336814
8.96999999999985,7.94503351997378e-13,4881.34813719345,-560.277634799328
8.97999999999985,7.94503351997378e-13,4877.49106232458,-539.029016647932
8.98999999999985,7.94503351997378e-13,4873.12962329241,-518.911818909614
8.99999999999985,7.94503351997378e-13,4868.27149303853,-499.931367619299
9.00999999999985,7.94503351997378e-13,4862.92400693084,-482.092795731031
9.01999999999985,7.94503351997378e-13,4857.09418741671,-465.401047327659
9.02999999999985,7.94503351997378e-13,4850.78876823156,-449.860880191568
9.03999999999985,7.94503351997378e-13,4844.01421793489,-435.476866811723
9.04999999999985,7.94503351997378e-13,4836.77676256219,-422.253393913159
9.05999999999985,7.94503351997378e-13,4829.08240719986,-410.194660604168
9.06999999999985,7.94503351997378e-13,4820.93695631182,-399.304675243417
9.07999999999985,7.94503351997378e-13,4812.34603266929,-389.58725113426
9.08999999999985,7.94503351997378e-13,4803.31509475924,-381.046001156444
9.09999999999985,7.94503351997378e-13,4793.84945257193,-373.684331446403
9.10999999999985,7.94503351997378e-13,4783.95428169221,-367.50543423653
9.11999999999985,7.94503351997378e-13,4773.63463564375,-362.512279961347
9.12999999999985,7.94503351997378e-13,4762.89545645825,-358.707608734635
9.13999999999985,7.94503351997378e-13,4751.74158346351,-356.093921296541
9.14999999999985,7.94503351997378e-13,4740.17776030448,-354.673469523797
9.15999999999985,7.94503351997378e-13,4728.20864022935,-354.448246589601
9.16999999999985,7.94503351997378e-13,4715.83878968928,-355.419976852913
9.17999999999985,7.94503351997378e-13,4703.07269031382,-357.590105549976
9.18999999999985,7.94503351997378e-13,4689.91473933663,-360.959788354184
9.19999999999985,7.94503351997378e-13,4676.3692485553,-365.529880864186
9.20999999999985,7.94503351997378e-13,4662.44044191727,-371.300928074528
9.21999999999985,7.94503351997378e-13,4648.13245182986,-378.273153878458
9.22999999999985,7.94503351997378e-13,4633.44931429664,-386.446450648855
9.23999999999985,7.94503351997378e-13,4618.39496298551,-395.820368940795
9.24999999999985,7.94503351997378e-13,4602.97322233562,-406.394107358138
9.25999999999985,7.94503351997378e-13,4587.18779981094,-418.166502626783
9.26999999999985,7.94503351997378e-13,4571.04227740851,-431.136019919067
9.27999999999985,7.94503351997378e-13,4554.54010252835,-445.300743477093
9.28999999999985,7.94503351997378e-13,4537.68457831166,-460.65836758779
9.29999999999985,7.94503351997378e-13,4520.47885355177,-477.206187969065
9.30999999999985,7.94503351997378e-13,4502.92591228159,-494.941093634721
9.31999999999985,7.94503351997378e-13,4485.02856313901,-513.859559315677
9.32999999999985,7.94503351997378e-13,4466.78942861025,-533.957638526594
9.33999999999985,7.94503351997378e-13,4448.21093424921,-555.23095738011
9.34999999999985,7.94503351997378e-13,4429.29529796862,-577.674709265523
9.35999999999984,7.94503351997378e-13,4410.04451949634,-601.283650524795
9.36999999999984,7.94503351997378e-13,4390.46037008723,-626.052097276083
9.37999999999984,7.94503351997378e-13,4370.54438257696,-651.973923553398
9.38999999999984,7.94503351997378e-13,4350.29784185943,-679.042560950306
9.39999999999984,7.94503351997378e-13,4329.72177586289,-707.250999975393
9.40999999999984,7.94503351997378e-13,4308.81694709164,-736.5917933473
9.41999999999984,7.94503351997378e-13,4287.58384478957,-767.05706147686
9.42999999999984,7.94503351997378e-13,4266.02267776801,-798.638500402861
9.43999999999984,7.94503351997378e-13,4244.1333679234,-831.327392465351
9.44999999999984,7.94503351997378e-13,4221.91554444894,-865.114620015555
9.45999999999984,7.94503351997378e-13,4199.36853871819,-899.990682473344
9.46999999999984,7.94503351997378e-13,4176.49137978738,-935.945717050726
9.47999999999984,7.94503351997378e-13,4153.28279042524,-972.969523461781
9.48999999999984,7.94503351997378e-13,4129.74118353511,-1011.05159293441
9.49999999999984,7.94503351997378e-13,4105.8646587828,-1050.1811418257
9.50999999999984,7.94503351997378e-13,4081.65099918486,-1090.34715011885
9.51999999999984,7.94503351997378e-13,4057.09766734543,-1131.53840504369
9.52999999999984,7.94503351997378e-13,4032.20180095652,-1173.74355001292
9.53999999999984,7.94503351997378e-13,4006.96020709534,-1216.95113900026
9.54999999999984,7.94503351997378e-13,3981.36935476584,-1261.14969640299
9.55999999999984,7.94503351997378e-13,3955.42536503967,-1306.32778232752
9.56999999999984,7.94503351997378e-13,3929.1239980572,-1352.47406311147
9.57999999999984,7.94503351997378e-13,3902.46063605383,-1399.57738674733
9.58999999999984,7.94503351997378e-13,3875.43026148359,-1447.62686270046
9.59999999999984,7.94503351997378e-13,3848.02742922529,-1496.61194541687
9.60999999999984,7.94503351997378e-13,3820.24623177919,-1546.52252059441
9.61999999999984,7.94503351997378e-13,3792.08025630044,-1597.34899304553
9.62999999999984,7.94503351997378e-13,3763.52253247942,-1649.08237478629
9.63999999999984,7.94503351997378e-13,3734.56546899643,-1701.71437127691
9.64999999999984,7.94503351997378e-13,3705.20077960161,-1755.23746445951
9.65999999999984,7.94503351997378e-13,3675.41939512471,-1809.64498956823
9.66999999999984,7.94503351997378e-13,3645.21136208341,-1864.93120346172
9.67999999999984,7.94503351997378e-13,3614.5657262338,-1921.09134139022
9.68999999999984,7.94503351997378e-13,3583.47040050069,-1978.12165891824
9.69999999999984,7.94503351997378e-13,3551.91201695125,-2036.019455566
9.70999999999984,7.94503351997378e-13,3519.87576230167,-2094.78307628476
9.71999999999984,7.94503351997378e-13,3487.34519742659,-2154.41188690897
9.72999999999984,7.94503351997378e-13,3454.30206105486,-2214.90621938914
9.73999999999984,7.94503351997378e-13,3420.72605877861,-2276.26728266541
9.74999999999984,7.94503351997378e-13,3386.5946384986,-2338.49703492709
9.75999999999984,7.94503351997378e-13,3351.88275409834,-2401.59801308771
9.76999999999984,7.94503351997378e-13,3316.56261936464,-2465.57311538772
9.77999999999984,7.94503351997378e-13,3280.60345456206,-2530.42533317272
9.78999999999984,7.94503351997378e-13,3243.97122831712,-2596.15742808075
9.79999999999984,7.94503351997378e-13,3206.6283975964,-2662.77155101931
9.80999999999984,7.94503351997378e-13,3168.53364863291,-2730.26879945576
9.81999999999984,7.94503351997378e-13,3129.6416414986,-2798.64870956268
9.82999999999983,7.94503351997378e-13,3089.90276077492,-2867.90867964268
9.83999999999983,7.94503351997378e-13,3049.26287428989,-2938.04332088885
9.84999999999983,7.94503351997378e-13,3007.66310127095,-3009.04373084245
9.85999999999983,7.94503351997378e-13,2965.03959044728,-3080.89668376741
9.86999999999983,7.94503351997378e-13,2921.32330768831,-3153.58373043924
9.87999999999983,7.94503351997378e-13,2876.43983171586,-3227.08019739281
9.88999999999983,7.94503351997378e-13,2830.30915535027,-3301.35407230344
9.89999999999983,7.94503351997378e-13,2782.84548876442,-3376.36475768739
9.90999999999983,7.94503351997378e-13,2733.95706047965,-3452.06166926134
9.91999999999983,7.94503351997378e-13,2683.54591159944,-3528.38264783968
9.92999999999983,7.94503351997378e-13,2631.50767939933,-3605.25214430506
9.93999999999983,7.94503351997378e-13,2577.73136843076,-3682.57912572677
9.94999999999983,7.94503351997378e-13,2522.09911158123,-3760.2546370046
9.95999999999983,7.94503351997378e-13,2464.48593132739,-3838.1489366536
9.96999999999983,7.94503351997378e-13,2404.75952463299,-3916.1081083152
9.97999999999983,7.94503351997378e-13,2342.78011644908,-3993.95003332467
9.98999999999983,7.94503351997378e-13,2278.40046079691,-4071.45959901267
10,7.94503351997378e-13,2211.46612096659,-4148.38301774486
