"Plot11"
"Time (sec)","Linear Acceleration3 (mm/sec**2)","Acceleration3 (mm/sec**2)","Linear Acceleration4 (mm/sec**2)"
7.89999999999988,4.37508520567462e-09,3815.5152403958,22.3496315435391
7.90999999999988,7.87532996229185e-10,3024.34692119434,22.4896173469659
7.91999999999988,-1.60781512416599e-09,2228.71185385366,22.5869432231266
7.92999999999988,-4.92192624108445e-09,1431.34617879818,22.6417985982029
7.93999999999988,-2.46095643036659e-09,634.930792988168,22.6546671145025
7.94999999999987,-1.0936322251594e-10,-157.939201752072,22.6263085270323
7.95999999999987,3.93756634083628e-09,-944.781758232768,22.5577356235084
7.96999999999987,4.37507020559601e-09,-1723.25122496451,22.4501870918644
7.97999999999987,7.87517406629117e-10,-2491.15731762833,22.3050973017362
7.98999999999987,-1.60783121854952e-09,-3246.47946728397,22.1240640861263
7.99999999999987,-4.92194279704602e-09,-3987.3764930698,21.9088156034222
8.00999999999987,-2.46097278572399e-09,-4712.19171908013,21.6611772698773
8.01999999999987,-1.09379245642462e-10,-5419.45380790581,21.3830396750097
8.02999999999987,3.93755079697024e-09,-6107.87371884912,21.0763282880744
8.03999999999987,4.37505500208857e-09,-6776.33829589548,20.7429756224273
8.04999999999987,7.87502517066415e-10,-7423.90105597352,20.3848963523327
8.05999999999987,-1.60784550722485e-09,-8049.7707831685,20.0039657263583
8.06999999999987,-4.92195635296078e-09,-8653.29853439967,19.6020014950261
8.07999999999987,-2.46098558872643e-09,-9233.9636566405,19.1807494454368
8.08999999999987,-1.09391222057113e-10,-9791.35936814797,18.7418724764106
8.09999999999987,3.93753970186379e-09,-10325.1784011569,18.2869430660172
8.10999999999987,4.37504486503819e-09,-10835.199143684,17.8174389129667
8.11999999999987,7.87493405242541e-10,-11321.2726474387,17.3347414604541
8.12999999999987,-1.60785359359574e-09,-11783.3107825798,16.8401369519328
8.13999999999987,-4.92196341030578e-09,-12221.2757612376,16.3348196782344
8.14999999999987,-2.46099161268235e-09,-12635.1711787176,15.8198970452432
8.15999999999987,-1.09396221054087e-10,-13025.0346304302,15.2963960375764
8.16999999999987,3.93753575008443e-09,-13390.9319277747,14.7652707329878
8.17999999999987,4.37504189784592e-09,-13732.952879141,14.2274105368633
8.18999999999987,7.87491346076384e-10,-14051.2085366881,13.6836487694765
8.19999999999987,-1.607854778877e-09,-14345.8297830488,13.134771310131
8.20999999999987,-4.92196378339075e-09,-14616.967102627,12.5815250466311
8.21999999999987,-2.46099114782587e-09,-14864.7913476342,12.0246258685376
8.22999999999987,-1.09394975584024e-10,-15089.4953030509,11.4647660157636
8.23999999999987,3.93753771849951e-09,-15291.2958380389,10.9026206190779
8.24999999999987,4.37504449745649e-09,-15470.4364354242,10.3388533058585
8.25999999999987,7.87494480945611e-10,-15627.189900388,9.77412079982913
8.26999999999987,-1.60785116976058e-09,-15761.8610451521,9.20907644991459
8.27999999999987,-4.92195977887347e-09,-15874.7891884622,8.64437268488129
8.28999999999987,-2.46098674275442e-09,-15966.3503129286,8.0806624177598
8.29999999999987,-1.09390234731426e-10,-16036.9587405601,7.51859943897545
8.30999999999987,3.93754274548407e-09,-16087.0682433007,6.95883788750385
8.31999999999987,4.37504971402884e-09,-16117.1725117913,6.40203089716468
8.32999999999987,7.87499789158884e-10,-16127.8049473416,5.84882853379477
8.33999999999987,-1.60784580515944e-09,-16119.5377681686,5.29987515583716
8.34999999999987,-4.92195441059666e-09,-16092.9804310862,4.75580632588999
8.35999999999987,-3.34692322927576e-08,-16048.7779124146,4.21724589015812
8.36999999999987,-5.46883571139861e-09,-15987.6054799121,3.68480001848999
8.37999999999987,-1.23049387690087e-09,-15910.1705710441,3.15905862384125
8.38999999999987,3.9374849307403e-10,-15817.2037694623,2.64058661391424
8.39999999999987,-5.46948041234046e-11,-15709.4566319834,2.12992242748174
8.40999999999987,-8.03923835798966e-10,-15587.7006939926,1.62757761649676
8.41999999999986,1.96877316344324e-09,-15452.717115309,1.1340289354974
8.42999999999986,-2.46097823805459e-09,-15305.2979239917,0.649720662783739
8.43999999999986,2.18752729619199e-09,-15146.2389151405,0.175060289843695
8.44999999999986,-1.23049085333486e-09,-14976.3364825276,-0.289582229190183
8.45999999999986,3.93751952112103e-10,-14796.3837884519,-0.743875495749801
8.46999999999986,-5.46918844547579e-11,-14607.1672330955,-1.18752723764756
8.47999999999986,-8.03921785913844e-10,-14409.4633222092,-1.62028439701534
8.48999999999986,1.96877692029826e-09,-14204.0358444044,-2.04193286850167
8.49999999999986,-2.46097798610046e-09,-13991.6334663795,-2.45229685086761
8.50999999999986,2.18753054400717e-09,-13772.987669672,-2.85123791795688
8.51999999999986,-1.23049027486471e-09,-13548.8110758868,-3.23865381578481
8.52999999999986,3.93753296623186e-10,-13319.7961183656,-3.61447705135248
8.53999999999986,-5.46910395038907e-11,-13086.6140466282,-3.97867331825333
8.54999999999986,-8.03921248808383e-10,-12849.9142315628,-4.33123979979553
8.55999999999986,1.96877725557648e-09,-12610.3237440172,-4.67220339225833
8.56999999999986,-2.4609779259263e-09,-12368.447144535,-5.00161890026115
8.57999999999986,2.18753040008888e-09,-12124.8665017257,-5.31956720332089
8.58999999999986,-1.2304906408217e-09,-11880.1415128475,-5.6261534734439
8.59999999999986,3.93752741460674e-10,-11634.80980056,-5.92150540406869
8.60999999999986,-5.46917728710837e-11,-11389.387230312,-6.20577153256265
8.61999999999986,-8.03922141445763e-10,-11144.3683081152,-6.47911961547533
8.62999999999986,1.96877620863719e-09,-10900.2265903902,-6.7417350958865
8.63999999999986,-2.46097908744774e-09,-10657.4150388338,-6.99381966389746
8.64999999999986,2.18752910831206e-09,-10416.366402959,-7.23558988756828
8.65999999999986,-1.23049202033246e-09,-10177.4934611872,-7.46727594976632
8.66999999999986,3.93751270804639e-10,-9941.18925323801,-7.68912044286797
8.67999999999986,-5.46933141528348e-11,-9707.82717518213,-7.90137724682783
8.68999999999986,-8.03923740058752e-10,-9477.76099650381,-8.10431045893785
8.69999999999986,1.9687745527439e-09,-9251.32476548556,-8.29819337505993
8.70999999999986,-2.46098076631042e-09,-9028.83261703425,-8.48330750174171
8.71999999999986,2.18752738638962e-09,-8810.57846336963,-8.65994159882525
8.72999999999986,-1.2304937503044e-09,-8596.8356214049,-8.82839071908292
8.73999999999986,3.93749524593703e-10,-8387.85631846375,-8.98895526254378
8.74999999999986,-5.46950640597891e-11,-8183.87117057529,-9.14193999981269
8.75999999999986,-8.03925489234863e-10,-7985.08858140816,-9.28765308765965
8.76999999999986,1.96877281402426e-09,-7791.69412164985,-9.42640504400977
8.77999999999986,-2.46098250131127e-09,-7603.84991550296,-9.55850768747077
8.78999999999986,2.18752567318358e-09,-7421.69401246199,-9.68427304023685
8.79999999999986,-1.23049545217826e-09,-7245.33984594434,-9.80401217913618
8.80999999999986,3.93747844565043e-10,-7074.87572328203,-9.91803405255606
8.81999999999986,-5.46967239738687e-11,-6910.36444980976,-10.0266442533917
8.82999999999986,-8.03927128293604e-10,-6751.84304631953,-10.1301437596506
8.83999999999986,1.96877120236687e-09,-6599.32265918496,-10.2288276523977
8.84999999999986,-2.46098409638486e-09,-6452.78859365147,-10.3229838182756
8.85999999999986,2.18752410961356e-09,-6312.20060862752,-10.4128916519023
8.86999999999986,-1.23049699630551e-09,-6177.49336328936,-10.498820774591
8.87999999999986,3.93746327831286e-10,-6048.57714224474,-10.5810297833108
8.88999999999985,-5.46982148737953e-11,-5925.33879490013,-10.6597650479352
8.89999999999985,-8.03928590437675e-10,-5807.64290972791,-10.735259581399
8.90999999999985,1.96876976043477e-09,-5695.33326146843,-10.8077319873287
8.91999999999985,-2.46098549525168e-09,-5588.23443503672,-10.8773855225087
8.92999999999985,2.18752272850274e-09,-5486.15373072502,-10.944407270847
8.93999999999985,-1.2304983323373e-09,-5388.88319660737,-11.0089674586004
8.94999999999985,3.93745024357477e-10,-5296.2018977553,-11.0712189185463
8.95999999999985,-5.46994754077495e-11,-5207.87826413812,-11.1312967067399
8.96999999999985,-8.03929802184495e-10,-5123.67259461011,-11.1893178935211
8.97999999999985,1.96876858756135e-09,-5043.33958754713,-11.2453815129153
8.98999999999985,-2.46098659338513e-09,-4966.63092520124,-11.2995686877392
8.99999999999985,2.18752167278894e-09,-4893.29782910867,-11.3519429128525
9.00999999999985,-1.23049930544567e-09,-4823.0935661858,-11.4025504966927
9.01999999999985,3.93744120315018e-10,-4755.77585911489,-11.4514211467272
9.02999999999985,-5.47002954958317e-11,-4691.1091732722,-11.4985686845632
9.03999999999985,-8.03930531998948e-10,-4628.86682400571,-11.5439918767916
9.04999999999985,1.96876795735257e-09,-4568.83292419982,-11.5876753587473
9.05999999999985,-2.4609871197213e-09,-4510.80407851238,-11.6295906376224
9.06999999999985,2.18752126372787e-09,-4454.59088902643,-11.6696971458125
9.07999999999985,-1.23049959357216e-09,-4400.01918690621,-11.7079433373504
9.08999999999985,3.93743963672435e-10,-4346.93103282522,-11.7442677883726
9.09999999999985,-5.47003130700347e-11,-4295.18547480863,-11.778600309651
9.10999999999985,-8.03930401068364e-10,-4244.65904318795,-11.8108630217324
9.11999999999985,1.968768234603e-09,-4195.24604577934,-11.8409714146668
9.12999999999985,-2.46098666889868e-09,-4146.85861005918,-11.8688353425937
9.13999999999985,2.18752186889438e-09,-4099.42655560642,-11.894359979568
9.14999999999985,-1.23049880514899e-09,-4052.89706050498,-11.9174466972654
9.15999999999985,3.9374492674037e-10,-4007.23418118278,-11.9379938889851
9.16999999999985,-5.46991651474829e-11,-3962.41822450318,-11.9558977145443
9.17999999999985,-8.03929064509181e-10,-3918.44500521894,-11.9710527877834
9.18999999999985,1.96876976073704e-09,-3875.32500051059,-11.9833527936389
9.19999999999985,-2.46098494596217e-09,-3833.08243455754,-11.9926910539678
9.20999999999985,2.18752378502772e-09,-3791.7542911349,-11.9989610416382
9.21999999999985,-1.23049669011673e-09,-3751.38929650601,-12.0020568565332
9.22999999999985,3.93747238071697e-10,-3712.04685658262,-12.0018736743627
9.23999999999985,-5.46966573260797e-11,-3673.79599558753,-11.9983081813257
9.24999999999985,-8.0392636232631e-10,-3636.71426370446,-11.9912590044373
9.25999999999985,1.96877265666258e-09,-3600.88667200748,-11.9806271613952
9.26999999999985,-2.460981864269e-09,-3566.40460661476,-11.9663165315395
9.27999999999985,2.18752705340034e-09,-3533.36477458693,-11.9482343779046
9.28999999999985,-1.23049324572628e-09,-3501.86815245567,-11.9262919253836
9.29999999999985,3.93750854438697e-10,-3472.01894902633,-11.9004050167969
9.30999999999985,-5.46928780292141e-11,-3443.92359563548,-11.8704948604499
9.31999999999985,-8.03922428872729e-10,-3417.68973825225,-11.8364888894036
9.32999999999985,1.9687767304011e-09,-3393.42526424069,-11.7983217349764
9.33999999999985,-2.46097765597198e-09,-3371.23734023337,-11.7559363548764
9.34999999999985,2.18753137391547e-09,-3351.23147677559,-11.7092852897234
9.35999999999984,-1.23048882094487e-09,-3333.51062924686,-11.6583321108055
9.36999999999984,3.93755361181725e-10,-3318.17432590167,-11.6030530141191
9.37999999999984,-5.46883065690501e-11,-3305.31785591698,-11.5434386212026
9.38999999999984,-8.03917813483691e-10,-3295.0315145189,-11.4794959485227
9.39999999999984,1.96878135935163e-09,-3287.39992954963,-11.4112505756391
9.40999999999984,-2.46097302641919e-09,-3282.50150455393,-11.3387489967922
9.41999999999984,2.18753595798438e-09,-3280.40797874427,-11.2620611402172
9.42999999999984,-1.23048429951122e-09,-3281.18418320261,-11.1812830646758
9.43999999999984,3.93759775828593e-10,-3284.88798037715,-11.0965397675349
9.44999999999984,-5.46840341064832e-11,-3291.57049246663,-11.0079881242608
9.45999999999984,-8.03913726365876e-10,-3301.27662026426,-10.9158198604297
9.46999999999984,1.96878521799392e-09,-3314.04595401497,-10.8202645463874
9.47999999999984,-2.46096945289077e-09,-3329.9141181728,-10.721592514269
9.48999999999984,2.18753920036968e-09,-3348.91463054939,-10.6201176252147
9.49999999999984,-1.23048145485286e-09,-3371.08135058597,-10.5161997832469
9.50999999999984,3.9376216358119e-10,-3396.45158908325,-10.4102470728222
9.51999999999984,-5.46821737870173e-11,-3425.06995760149,-10.3027173849765
9.52999999999984,-8.03912467189369e-10,-3456.99302187437,-10.1941193694737
9.53999999999984,1.96878579726355e-09,-3492.29483289655,-10.0850125463887
9.54999999999984,-2.46096963862276e-09,-3531.07336398472,-9.97600636243549
9.55999999999984,2.18753816047939e-09,-3573.45791261164,-9.86775801181789
9.56999999999984,-1.2304834445668e-09,-3619.61744184457,-9.760968754789
9.57999999999984,3.93759124056613e-10,-3669.76987243141,-9.65637854963403
9.58999999999984,-5.46863684554494e-11,-3724.19223045207,-9.55475870120627
9.59999999999984,-8.0391792679247e-10,-3783.23159032766,-9.45690235334781
9.60999999999984,1.96877895862684e-09,-3847.31661657572,-9.36361252729622
9.61999999999984,-2.46097797355717e-09,-3916.96955730493,-9.27568757569341
9.62999999999984,-4.31739266066913e-09,-3992.81992212481,-9.19394863044906
9.63999999999984,-8.88264282664576e-10,-4075.6118297867,-9.11907587832135
9.64999999999984,1.81349011999169e-09,-4166.2173298231,-9.05167160569924
9.65999999999984,5.55151348236269e-09,-4265.6537265961,-8.99239078877319
9.66999999999984,2.77575723917701e-09,-4375.08601168623,-8.9417131248617
9.67999999999984,1.23358482030423e-10,-4495.83312077113,-8.89991801581177
9.68999999999984,-4.44160438765458e-09,-4629.3756712265,-8.8671125208708
9.69999999999984,-4.93512214216644e-09,-4777.35778066325,-8.843184559286
9.70999999999984,-8.88351482854317e-10,-4941.58555324728,-8.82775844717277
9.71999999999984,1.8136062250261e-09,-5124.02216100106,-8.8201546370923
9.72999999999984,5.55193281708075e-09,-5326.77899837172,-8.8193490023819
9.73999999999984,2.775937193106e-09,-5552.10277728392,-8.82393204949717
9.74999999999984,1.23318486376968e-10,-5802.35861030176,-8.83206867191778
9.75999999999984,-4.44164885198871e-09,-6080.00927427698,-8.8414589463043
9.76999999999984,-4.93516541937567e-09,-6387.59120140928,-8.84930046489853
9.77999999999984,-8.8839742776843e-10,-6727.68794707396,-8.85225242784333
9.78999999999984,1.81355760284898e-09,-7102.90205711297,-8.84640136748673
9.79999999999984,5.55188173194545e-09,-7515.82660248767,-8.82722805997382
9.80999999999984,2.77588382029418e-09,-7969.01786931303,-8.78957463850428
9.81999999999984,1.23263022294076e-10,-8464.97084707446,-8.72761025327582
9.82999999999983,-4.44170618094241e-09,-9006.09928792213,-8.63479285199892
9.83999999999983,-4.93522433709425e-09,-9594.72213543057,-8.503823694835
9.84999999999983,-8.88457616492835e-10,-10233.0580336135,-8.32659011476698
9.85999999999983,1.81349649753211e-09,-10923.2293791786,-8.09409073369066
9.86999999999983,5.55182010438935e-09,-11667.2769322961,-7.79633582982637
9.87999999999983,2.7758221172767e-09,-12467.1852658804,-7.42221381421903
9.88999999999983,1.23201720160681e-10,-13324.9182354767,-6.95931277798244
9.89999999999983,-4.44176656309612e-09,-14242.4620345425,-6.39368383094161
9.90999999999983,-4.93528324820637e-09,-15221.8709506214,-5.7095305090842
9.91999999999983,-8.88514461532431e-10,-16265.3073195129,-4.88880606774363
9.92999999999983,1.81344238626057e-09,-17375.0617746819,-3.91069838811334
9.93999999999983,5.55176945192272e-09,-18553.531683326,-2.75098139356638
9.94999999999983,2.7757756750032e-09,-19803.1231974181,-1.38121405266559
9.95999999999983,1.23160378216363e-10,-21126.0234975995,0.232223428206187
9.96999999999983,-4.44180178620758e-09,-22523.7614522056,2.12924554909143
9.97999999999983,-4.93531111962782e-09,-23996.4330202456,4.35727421830554
9.98999999999983,3.14037144176601e-09,-25541.2280276904,6.97233894059734
10,1.7247671005008e-09,-27151.3324917145,10.0402545046495
