"Plot6"
"Time (sec)","Linear Velocity1 (mm/sec)","Linear Velocity3 (mm/sec)","Linear Velocity4 (mm/sec)"
8.02999999999987,7.53594522057683e-12,3927.44184698332,596.372538954883
8.03999999999987,7.54375537976692e-12,3917.84927447571,674.805187273358
8.04999999999987,7.55157078179357e-12,3905.89992830117,752.994066500295
8.05999999999987,7.55939264337655e-12,3891.5478997534,830.832579496683
8.06999999999987,7.56722220047138e-12,3874.75359456608,908.209217171312
8.07999999999987,7.57506070341137e-12,3855.48442411217,985.008068569856
8.08999999999987,7.58290941180502e-12,3833.71541330803,1061.10939667367
8.09999999999987,7.59076958924819e-12,3809.42972091299,1136.39027047233
8.10999999999987,7.59864249790867e-12,3782.6190696401,1210.72524375712
8.11999999999987,7.60652939303903e-12,3753.28408501091,1283.98707114699
8.12999999999987,7.61443151747063e-12,3721.43454316351,1356.04745204187
8.13999999999987,7.62235009613955e-12,3687.08952888159,1426.7777934993
8.14999999999987,7.63028633069203e-12,3650.27750597448,1496.04998336998
8.15999999999987,7.63824139421441e-12,3611.03630279981,1563.73716541877
8.16999999999987,7.6462164261298e-12,3569.41301625644,1629.71450854934
8.17999999999987,7.65421252730103e-12,3525.46383797472,1693.85996263947
8.18999999999987,7.66223075537668e-12,3479.25380675462,1756.05499388376
8.19999999999987,7.67027212041467e-12,3430.85649156787,1816.18529290767
8.20999999999987,7.67833758081472e-12,3380.35360967193,1874.14144929638
8.21999999999987,7.68642803958868e-12,3327.83458462006,1929.81958655506
8.22999999999987,7.69454434099451e-12,3273.3960491772,1983.12195191864
8.23999999999987,7.7026872675565e-12,3217.14129840669,2033.95745586101
8.24999999999987,7.71085753749123e-12,3159.17969845464,2082.24215663355
8.25999999999987,7.71905580255445e-12,3099.62605683395,2127.8996856957
8.26999999999987,7.72728264632076e-12,3038.59996029608,2170.86161050576
8.27999999999987,7.73553858290323e-12,2976.22508663644,2211.0677318105
8.28999999999987,7.74382405611576e-12,2912.62849702104,2248.46631330836
8.29999999999987,7.75213943907646e-12,2847.93991560254,2283.01424236094
8.30999999999987,7.76048503424543e-12,2782.2910033203,2314.67712127683
8.31999999999987,7.76886107388591e-12,2715.81463281786,2343.42928956713
8.32999999999987,7.77726772093288e-12,2648.64417133449,2369.25377846462
8.33999999999987,7.78570507024945e-12,2580.91277827831,2392.14219987725
8.34999999999987,7.79417315024676e-12,2512.75272389095,2412.0945727861
8.35999999999987,7.80267192484114e-12,2444.29473273501,2429.11909375441
8.36999999999987,7.81120129571239e-12,2375.66736880179,2443.23184247448
8.37999999999987,7.81976110484376e-12,2306.99644790476,2454.4564498048
8.38999999999987,7.82835113729981e-12,2238.40448971059,2462.82372510949
8.39999999999987,7.83697112419874e-12,2170.01022791449,2468.37123231309
8.40999999999987,7.8456207458602e-12,2101.92816021708,2471.14284303696
8.41999999999986,7.85429963508472e-12,2034.26814931965,2471.18826359535
8.42999999999986,7.86300738052973e-12,1967.13507580348,2468.56254289179
8.43999999999986,7.87174353014958e-12,1900.62854272298,2463.32556790048
8.44999999999986,7.88050759466815e-12,1834.84263152079,2455.54155242934
8.45999999999986,7.88929905105434e-12,1769.86570836203,2445.278524635
8.46999999999986,7.89811734597318e-12,1705.78027940432,2432.60781862831
8.47999999999986,7.90696189918787e-12,1642.66289286181,2417.60357501315
8.48999999999986,7.91583210689094e-12,1580.58408527462,2400.34225451132
8.49999999999986,7.92472734494573e-12,1519.60836909869,2380.90216825876
8.50999999999986,7.93364697202176e-12,1459.79425850618,2359.36302798031
8.51999999999986,7.94259033261015e-12,1401.1943300395,2335.8055187605
8.52999999999986,7.95155675990834e-12,1343.85531463462,2310.31089656498
8.53999999999986,7.96054557856527e-12,1287.81821747552,2282.96061207089
8.54999999999986,7.96955610728108e-12,1233.11846222248,2253.83596197989
8.55999999999986,7.97858766125666e-12,1179.78605617812,2223.01776862222
8.56999999999986,7.98763955449094e-12,1127.84577308329,2190.5860882681
8.57999999999986,7.99671110192502e-12,1077.31735034687,2156.61994816809
8.58999999999986,8.00580162143413e-12,1028.2156977454,2121.19711204267
8.59999999999986,8.01491043566932e-12,980.551114800175,2084.39387351629
8.60999999999986,8.02403687375213e-12,934.329514253252,2046.28487679429
8.61999999999986,8.03318027282616e-12,889.552649289244,2006.94296364807
8.62999999999986,8.04233997947062e-12,846.218342361212,1966.43904562247
8.63999999999986,8.05151535098123e-12,804.320713737075,1924.84200024753
8.64999999999986,8.06070575652441e-12,763.85040806994,1882.21858996005
8.65999999999986,8.06991057817124e-12,724.794817538541,1838.63340235537
8.66999999999986,8.07912921181775e-12,687.138300283001,1794.14881030354
8.67999999999986,8.08836106799848e-12,650.862393084757,1748.82495042756
8.68999999999986,8.09760557260015e-12,615.946017412817,1702.71971842114
8.69999999999986,8.10686216748253e-12,582.365678128466,1655.88877965048
8.70999999999986,8.11613031101346e-12,550.095654309142,1608.38559349351
8.71999999999986,8.12540947852487e-12,519.10818179542,1560.26144983145
8.72999999999986,8.13469916269674e-12,489.373627204618,1511.56551615431
8.73999999999986,8.1439988738754e-12,460.860653272498,1462.34489372265
8.74999999999986,8.15330814033284e-12,433.536375501747,1412.6446812837
8.75999999999986,8.16262650847301e-12,407.366510176304,1362.50804483266
8.76999999999986,8.17195354299126e-12,382.315513913915,1311.97629196574
8.77999999999986,8.18128882699242e-12,358.346714964705,1261.08894941727
8.78999999999986,8.19063196207295e-12,335.422436564634,1209.8838424118
8.79999999999986,8.19998256837213e-12,313.504112656209,1158.39717454099
8.80999999999986,8.20934028459713e-12,292.55239637502,1106.66360693486
8.81999999999986,8.218704768026e-12,272.527261675934,1054.71633558344
8.82999999999986,8.22807569449274e-12,253.388098532889,1002.58716576198
8.83999999999986,8.2374527583579e-12,235.093802117534,950.306582620565
8.84999999999986,8.24683567246789e-12,217.602856373617,897.903817105253
8.85999999999986,8.25622416810564e-12,200.873412389805,845.406906520639
8.86999999999986,8.26561799493509e-12,184.863361938434,792.842749172594
8.87999999999986,8.27501692094123e-12,169.530406538629,740.237152674409
8.88999999999985,8.28442073236744e-12,154.83212234335,687.614875670152
8.89999999999985,8.29382923365107e-12,140.726021130852,634.99966285557
8.90999999999985,8.30324224735811e-12,127.169607619529,582.414273373849
8.91999999999985,8.31265961411737e-12,114.120433292036,529.880502785027
8.92999999999985,8.32208119255434e-12,101.536146856247,477.419198985132
8.93999999999985,8.33150685922445e-12,89.374541435496,425.050272583636
8.94999999999985,8.34093650854544e-12,77.5935985255374,372.792702373811
8.95999999999985,8.35037005272828e-12,66.1515287248563,320.664536659027
8.96999999999985,8.35980742170577e-12,55.0068092027324,268.682891278863
8.97999999999985,8.36924856305825e-12,44.1182178450526,216.863945263962
8.98999999999985,8.37869344193538e-12,33.4448639895539,165.222935094068
8.99999999999985,8.38814204097326e-12,22.9462156552722,113.774148562405
9.00999999999985,8.39759436020616e-12,12.5821231556816,62.5309192547951
9.01999999999985,8.40705041697201e-12,2.31283898960279,11.5056226199746
9.02999999999985,8.41651024581139e-12,-7.90096608293701,-39.2903254153396
9.03999999999985,8.42597389835934e-12,-18.0981908679119,-89.8464664270521
9.04999999999985,8.43544144323008e-12,-28.3172955173288,-140.15329325436
9.05999999999985,8.44491296589439e-12,-38.5962972977257,-190.2022388574
9.06999999999985,8.45438856855005e-12,-48.972770334631,-239.985659655344
9.07999999999985,8.46386836998542e-12,-59.4838492959853,-289.496812868794
9.08999999999985,8.473352505437e-12,-70.1662369187049,-338.729827476137
9.09999999999985,8.48284112644136e-12,-81.0562152611962,-387.679668517014
9.10999999999985,8.49233440068228e-12,-92.1896604941889,-436.34209456744
9.11999999999985,8.50183251183391e-12,-103.602061020492,-484.713608309404
9.12999999999985,8.51133565940072e-12,-115.328538652653,-532.79140019136
9.13999999999985,8.52084405855499e-12,-127.403872540979,-580.573285252621
9.14999999999985,8.53035793997257e-12,-139.862525499994,-628.057633221708
9.15999999999985,8.53987754966739e-12,-152.73867233781,-675.243292054205
9.16999999999985,8.54940314882508e-12,-166.066229749432,-722.129505078004
9.17999999999985,8.55893501363575e-12,-179.878887304147,-768.715821935964
9.18999999999985,8.56847343512579e-12,-194.210138999237,-815.002003503706
9.19999999999985,8.57801871898811e-12,-209.093314832515,-860.987920939299
9.20999999999985,8.58757118540987e-12,-224.561611785976,-906.673449004414
9.21999999999985,8.59713116889632e-12,-240.64812358357,-952.058353750927
9.22999999999985,8.60669901808915e-12,-257.385868529734,-997.142174633606
9.23999999999985,8.61627509557661e-12,-274.807814697017,-1041.92410106552
9.24999999999985,8.62585977769307e-12,-292.946901668269,-1086.40284338761
9.25999999999985,8.63545345430416e-12,-311.83605799043,-1130.57649818676
9.26999999999985,8.64505652857378e-12,-331.508213428805,-1174.44240785417
9.27999999999985,8.65466941670832e-12,-351.996305048349,-1217.99701425837
9.28999999999985,8.66429254767273e-12,-373.333276066902,-1261.23570636669
9.29999999999985,8.67392636287265e-12,-395.55206635995,-1304.15266167228
9.30999999999985,8.68357131579608e-12,-418.685593390208,-1346.74068125047
9.31999999999985,8.69322787160712e-12,-442.766722271151,-1388.99101833097
9.32999999999985,8.70289650668403e-12,-467.828223549269,-1430.89320028306
9.33999999999985,8.71257770809282e-12,-493.902717218411,-1472.43484398828
9.34999999999985,8.72227197298707e-12,-521.022601350949,-1513.60146466164
9.35999999999984,8.73197980792384e-12,-549.219963656676,-1554.37627828428
9.36999999999984,8.74170172808501e-12,-578.52647414335,-1594.73999796401
9.37999999999984,8.75143825639263e-12,-608.973257003067,-1634.67062469593
9.38999999999984,8.76118992250636e-12,-640.590739703673,-1674.1432332112
9.39999999999984,8.77095726169039e-12,-673.408477242676,-1713.12975382764
9.40999999999984,8.78074081353687e-12,-707.454949416462,-1751.59875149604
9.41999999999984,8.79054112053275e-12,-742.757328940261,-1789.51520353766
9.42999999999984,8.800358726456e-12,-779.341218238845,-1826.84027792203
9.43999999999984,8.81019417458801e-12,-817.230352739062,-1863.53111430928
9.44999999999984,8.82004800572827e-12,-856.446268570337,-1899.54061050372
9.45999999999984,8.82992075599812e-12,-897.007932678195,-1934.81721741454
9.46999999999984,8.83981295442077e-12,-938.931333531547,-1969.30474610305
9.47999999999984,8.8497251202657e-12,-982.229030830035,-2002.94219099288
9.48999999999984,8.85965776014622e-12,-1026.90966293218,-2035.66357385271
9.49999999999984,8.869611364861e-12,-1072.97741110295,-2067.39781367822
9.50999999999984,8.87958640597162e-12,-1120.43142017639,-2098.06862813959
9.51999999999984,8.88958333211062e-12,-1169.26517578871,-2127.59447275807
9.52999999999984,8.89960256501695e-12,-1219.46583904303,-2155.88852447164
9.53999999999984,8.90964449529886e-12,-1271.01354024522,-2182.85871665929
9.54999999999984,8.91970947792763e-12,-1323.88063428333,-2208.40783307697
9.55999999999984,8.92979782746932e-12,-1378.03092122534,-2232.43366840388
9.56999999999984,8.93990981306627e-12,-1433.41883689272,-2254.82926327272
9.57999999999984,8.95004565318462e-12,-1489.988619375,-2275.48322164828
9.58999999999984,8.96020551014945e-12,-1547.6734588633,-2294.28011827734
9.59999999999984,8.97038948449441e-12,-1606.39463956843,-2311.10100356183
9.60999999999984,8.98059760915875e-12,-1666.06068406413,-2325.82401263719
9.61999999999984,8.9908298435704e-12,-1726.56651189544,-2338.32508458964
9.62999999999984,9.00108606766157e-12,-1787.79262777593,-2348.47879174599
9.63999999999984,9.01136607586801e-12,-1849.60434693046,-2356.15932847513
9.64999999999984,9.02166957114059e-12,-1911.8510827153,-2361.24149222048
9.65999999999984,9.03199615911213e-12,-1974.36571719444,-2363.60197778036
9.66999999999984,9.04234534238321e-12,-2036.96405855602,-2363.12063942309
9.67999999999984,9.05271651506447e-12,-2099.44441818637,-2359.68191183813
9.68999999999984,9.06310895762945e-12,-2161.58732289294,-2353.17633573689
9.69999999999984,9.0735218321556e-12,-2223.15538416273,-2343.50217007461
9.70999999999984,9.08395417802585e-12,-2283.8933425096,-2330.56707805456
9.71999999999984,9.09440490816586e-12,-2343.52830747444,-2314.28986757549
9.72999999999984,9.10487280588361e-12,-2401.77020880621,-2294.60226186412
9.73999999999984,9.11535652237254e-12,-2458.31247408088,-2271.45067257447
9.74999999999984,9.12585457492971e-12,-2512.83294306058,-2244.79794346197
9.75999999999984,9.13636534592677e-12,-2564.9950255159,-2214.62502906794
9.76999999999984,9.1468870825576e-12,-2614.44910382667,-2180.93256969564
9.77999999999984,9.15741789736722e-12,-2660.83417549881,-2143.74232143565
9.78999999999984,9.16795576954749e-12,-2703.77972440359,-2103.09839819334
9.79999999999984,9.17849854696266e-12,-2742.90780198455,-2059.0682820198
9.80999999999984,9.18904394884568e-12,-2777.83529268653,-2011.74355865597
9.81999999999984,9.19958956908406e-12,-2808.17633043703,-1961.24033717489
9.82999999999983,9.21013287999365e-12,-2833.54482677671,-1907.69931616607
9.83999999999983,9.22067123646292e-12,-2853.55706607262,-1851.28546414993
9.84999999999983,9.23120188033985e-12,-2867.83432045894,-1792.18728886319
9.85999999999983,9.24172194493417e-12,-2876.00543755971,-1730.61567875351
9.86999999999983,9.25222845952139e-12,-2877.70935907296,-1666.80231045819
9.87999999999983,9.26271835376968e-12,-2872.59753979435,-1600.99762821334
9.88999999999983,9.2731884620735e-12,-2860.33625692966,-1533.46841509306
9.89999999999983,9.28363552788144e-12,-2840.60883211226,-1464.49499194127
9.90999999999983,9.29405620826672e-12,-2813.11783804151,-1394.36809831074
9.91999999999983,9.30444707923289e-12,-2777.58743511275,-1323.38553160454
9.92999999999983,9.31480464261053e-12,-2733.76609077446,-1251.84864763888
9.93999999999983,9.32512533593848e-12,-2681.43009024395,-1180.05886077793
9.94999999999983,9.33540554751279e-12,-2620.38847272834,-1108.3143290477
9.95999999999983,9.34564163994193e-12,-2550.49035226412,-1036.90707581213
9.96999999999983,9.35582998722585e-12,-2471.63604765796,-966.120894218108
9.97999999999983,9.3659670327891e-12,-2383.79410450866,-896.230516456264
9.98999999999983,9.37604937939105e-12,-2287.0272373506,-827.502728074295
10,9.38607392587835e-12,-2181.5312023915,-760.200331682353
